survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,birth_s,income_cut,happiness
2,28,79,120,2,1961,1,0,2,1,4.2031516718561965,-2.0,0,1,67.34383890618733,0,0,0,0,0,0,0,0,0,154,94,2,2,3,1,1.0,1,1,1,3,1,1,2,4,4,4,5,4,4,3,5,5,3,5,2,3,1,6.468767781237465,6.468767781237465,1,2,2,2,3,1,5,0.0,0.0,0.0,0.0,1,2,2,2,9718.62553133775,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,5,1983.0,520.0763421685224,526.716744903054,1.0624644375250711,0.2656161093812678,0.2656161093812678,3187.3933125752137,0.2656161093812678,1.3280805469063388,0.2656161093812678,1422,0,1,2,-2,1,1,2,2,2,3,2,50000.0,2,2,2,2,3,-4,1,-8,2,-8,-4,-8,1,4,26,30,24,30,1.6719194530936612,28,26,31,3,3,2015,3,9,7,2,3,1,1
1,9,23,44,2,1977,1,1,1,5,3.559212114509281,1123.134774392674,17471,1,58.98030286273203,0,0,0,0,0,0,0,0,0,161,127,4,3,3,1,2.1184242290185624,2,2,1,4,4,1,1,3,3,4,4,4,3,2,4,5,5,1,2,2,2,5.881575770981438,4.2039394274535935,3,2,2,2,2,1,1,3.0,-1.2368484580371253,1.0,3.0,1,1,2,2,54407.87885490719,4,1,-1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,874.5231648135859,862.1811040198456,874.5231648135859,1.322363656472156,0.4407878854907187,0.8815757709814374,3526.303083925749,2.2039394274535935,0.0,0.0,1100,3,1,1,1949,2,1,7,3,2,3,3,31052.606167851496,4,3,3,3,4,3,3,-1,3,-2,-2,-2,2,2,60,54,-1,54,60.0,54,25,60,60,1,2015,3,13,9,3,5,3,1
1,17,47,77,1,1969,1,1,1,1,4.67071279213333,651.9643948232073,6585,1,86.16993726959984,0,0,0,0,0,0,0,0,0,157,134,2,2,1,4,1.6707127921333296,1,1,1,4,4,1,4,4,3,4,4,4,3,3,3,5,5,2,2,2,1,6.32928720786667,5.012138376399989,2,1,1,3,1,1,5,0.0,0.0,0.0,0.0,1,2,2,2,18108.784294290468,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,2,656.2694052782739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633,-4,1,-5,636,-3,1,0,3,2,2,3,267071.279213333,2,2,2,2,2,2,2,4,4,2,3,3,1,3,79,66,46,63,79.87861623600011,73,33,50,73,4,2015,3,11,7,2,4,1,1
2,26,75,115,2,1960,1,1,1,1,5.0,-2.0,352,1,81.76213016086484,0,0,0,0,0,0,0,0,0,152,79,2,2,2,1,1.0,1,1,1,3,1,1,2,4,4,5,5,4,5,5,5,5,5,5,2,2,1,6.68634319571027,7.0,1,1,1,1,1,1,5,0.0,0.0,0.0,0.0,1,1,2,2,6588.106508043243,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,6,1983.548899407507,154.16231930840195,156.04426013414036,0.3136568042897294,0.07841420107243235,0.07841420107243235,784.142010724323,0.07841420107243235,0.3920710053621619,0.1568284021448647,1785,3,1,2,-2,1,1,3,3,2,2,1,50000.0,2,2,2,2,2,-8,1,-8,2,-8,-8,-8,1,5,12,11,11,10,6.6854674504043174,5,1,8,10,4,2015,3,10,7,2,3,1,1
1,13,36,64,1,1969,1,0,1,4,4.0,1986.546097501002,138,1,20.10243889111553,0,0,0,0,0,0,0,0,1,163,145,3,3,2,1,2.4948780554442234,1,1,2,3,1,1,1,5,3,4,5,4,4,1,4,5,4,5,2,4,1,3.5051219445557766,3.7576829168336645,4,1,3,2,5,3,5,0.0,0.0,0.0,0.0,1,1,2,2,1010.243889111553,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2.0,3,1994.0409755564463,1963.5358536118904,1994.0409755564463,0.2218293049432294,1.0,1.2525609722778883,1010.243889111553,3.2423170831663355,1.2628048613894411,0.2525609722778882,1938,1,1,2,1939,1,1,2,3,2,3,3,26262.804861389443,3,2,2,2,3,2,2,2,2,1,3,3,1,3,52,27,44,39,37.37195138610559,44,37,49,47,0,2015,3,9,7,2,4,1,1
2,14,40,69,2,1965,1,1,1,3,2.0,-2.0,5264,1,135.79295803111566,0,0,0,0,0,0,0,0,0,156,124,1,2,2,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,3,3,3,5,4,5,2,2,1,4.314976459406344,6.420704196888433,1,1,1,1,2,2,4,0.0,0.0,0.0,0.0,1,1,2,2,20000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1987.6321596718526,1959.7378874093347,1987.6321596718526,3.5264319343705224,1.0,1.0,5264.319343705224,3.8942722625179105,0.0,0.0,1937,-2,1,6,1939,1,1,6,3,1,3,2,100000.0,1,1,2,1,2,-3,1,1,-2,1,-8,1,1,5,100,95,100,52,62.11455474964179,66,35,27,75,4,2015,3,13,8,3,4,1,1
1,27,77,117,2,1950,1,0,1,3,2.2829004931102146,281.1833936033246,2653,1,58.585497534448926,0,0,0,0,0,0,0,0,0,152,119,1,2,4,1,1.8585497534448927,1,1,1,2,1,1,3,5,3,5,5,4,4,2,4,5,4,5,1,3,1,7.575649260334679,7.717099506889785,2,4,4,4,5,1,4,0.0,0.0,0.0,0.0,1,1,2,2,5717.0995068897855,2,1,0,2,0,1,0,0,0,0,0,0,0,1,2,0.28290049311021437,3,1970.7994601087594,1949.960606903543,1970.7994601087594,2.302597041338714,1.0,1.1414502465551073,3141.4502465551072,3.5756492603346786,0.7072512327755359,0.14145024655510718,274,-6,1,11,274,1,1,2,3,2,4,3,30000.0,2,2,3,3,4,3,1,1,2,-6,-6,-6,1,3,72,71,60,78,-1.7170995068897856,77,60,1,87,3,2015,3,13,8,3,2,1,1
2,30,85,128,1,1970,1,1,1,3,4.0,760.5836497517217,8870,1,66.77410203801863,0,0,0,0,0,0,0,0,0,160,121,2,3,3,1,1.0,1,1,2,4,3,2,1,5,4,4,5,4,4,4,5,5,5,3,2,3,1,6.225803401267288,3.774196598732712,1,4,4,3,6,2,3,0.0,0.0,0.0,0.0,1,1,0,0,5805.248687094076,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0.6129017006336438,3,1992.8709357133066,1970.096739114574,1992.8709357133066,-3.7419187069700817,-4.516115305702794,1.612901700633644,1934.2656934305137,1.7741965987327124,1.8387051019009313,0.6129017006336438,1944,-4,-4,-1,1940,-2,1,-1,2,1,3,2,6245146.4961463455,4,3,4,3,4,3,-3,4,3,3,0,-3,1,3,88,87,76,87,87.77414931837566,29,87,87,87,3,2015,3,16,7,4,4,2,1
1,29,84,127,1,1973,1,1,3,5,4.0,1991.324173036499,32627,1,62.293480745533856,0,0,0,0,1,0,0,0,0,172,104,4,1,3,2,1.2525576909137563,1,2,2,4,2,3,2,3,3,3,3,4,3,2,3,4,4,4,1,2,1,7.252557690913756,4.262788454568781,5,1,2,5,2,2,3,1.515346145482538,0.5051153818275127,0.25255769091375635,0.757673072741269,1,2,1,2,41108.56932667066,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1489.6525220088836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442,5,1,3,1448,5,1,12,2,2,2,3,187372.11545431218,1,2,1,1,2,2,1,4,4,1,4,4,2,2,98,65,20,56,89.89769236344975,94,20,42,94,4,2015,3,14,9,3,4,3,1
1,29,82,126,2,1984,1,1,1,4,4.0,2003.2317484368764,37891,1,57.39049062125847,0,0,0,0,0,0,0,0,0,153,126,5,4,2,1,1.0,1,1,1,1,5,1,4,5,2,4,4,4,3,4,4,5,4,1,1,4,1,7.260950937874153,7.384125781561794,1,2,1,4,7,4,3,0.3695245310629236,0.4926993747505648,0.1231748436876412,0.4926993747505648,1,1,2,2,80709.8465611281,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1.0,3,2003.2317484368764,1982.7390490621258,2003.2317484368764,6.739049062125847,3.6304754689370764,1.1231748436876412,39123.174843687644,2.7536503126247176,0.3695245310629236,0.1231748436876412,240,4,1,2,1950,5,1,2,2,2,3,2,80709.8465611281,3,3,2,2,4,-6,2,4,4,3,3,1,1,2,60,58,62,60,60.0,61,61,62,62,1,2015,3,13,7,3,6,4,1
1,21,63,101,1,1940,1,1,1,3,4.0,1955.0,894,1,60.23646570966198,0,0,0,0,0,0,0,0,0,165,98,2,4,3,1,3.982265071775352,3,1,1,2,1,1,4,5,5,2,4,5,5,5,5,5,5,5,2,3,2,6.964530143550704,5.970441786292253,1,4,4,4,4,3,4,0.0,0.0,0.0,0.0,1,1,2,2,795.2588625212774,1,1,1,2,0,1,0,0,0,0,0,0,0,3,0,0.0,7,1961.9881767145168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-7,1,2,-2,1,1,2,3,2,2,3,1988.1589795886764,3,2,3,3,4,2,2,3,1,2,-8,2,3,2,79,40,30,79,49.88176714516901,30,40,30,60,4,2015,3,11,7,2,1,1,1
1,15,45,75,2,1989,1,0,1,11,4.0,2011.95730592115,30711,1,109.00380482683553,0,0,0,0,0,0,0,0,0,155,98,4,3,4,2,1.0142313596166352,1,1,1,1,4,3,1,4,1,4,3,4,2,3,3,4,3,1,3,2,1,2.0853881576998106,3.0711567980831758,4,1,1,1,-7,1,1,2.843455044217013,3.9573059211500947,1.0,3.9573059211500947,1,1,1,1,100000.0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9857686403833649,2,1983.3665044513302,1959.7080570821295,1983.3665044513302,11.829223684600379,0.9857686403833649,1.9715372807667297,39430.74561533459,0.9857686403833649,2.9573059211500947,0.9857686403833649,1964,11,1,1,1967,2,1,1,1,1,1,2,101280.82236549717,3,3,3,2,3,3,3,3,3,3,3,2,1,4,59,49,78,59,59.146118423001894,69,69,79,78,6,2015,3,12,7,3,6,4,1
1,9,24,48,1,1966,3,0,8,3,4.0,1979.3326387114626,31112,1,118.88773118577075,0,1,0,0,0,0,0,0,0,166,172,1,3,2,1,1.0,1,1,3,4,1,2,1,4,4,3,4,4,4,3,3,4,4,5,3,2,1,2.1112268814229256,2.1112268814229256,1,1,3,1,3,1,1,0.5561344071146284,2.4469913913043655,0.2224537628458514,0.4449075256917028,1,1,2,2,40000.0,4,1,1,2,0,1,0,0,0,0,0,0,0,1,4,3.5550924743082972,3,1984.6663193557313,1749.9942704782593,1764.2146403754925,2.666319355731223,0.8887731185770743,0.8887731185770743,17775.462371541485,0.8887731185770743,2.666319355731223,0.8887731185770743,1934,1,1,2,1943,2,1,2,3,1,4,3,51112.26881422926,4,4,3,3,5,3,2,3,4,3,3,3,1,3,63,80,61,80,61.11226881422925,44,62,44,80,4,2015,3,15,7,4,4,4,1
1,22,67,107,1,1946,1,1,1,4,3.0410267472761845,1020.8087791988513,22876,2,47.46412856099033,0,1,0,0,0,0,0,0,0,162,109,2,3,3,1,1.0,2,2,1,4,1,1,1,4,3,2,4,4,2,5,4,5,3,5,2,3,2,5.917946505447631,6.9589732527238155,1,3,5,5,6,4,3,0.47948662636190775,-0.47948662636190775,0.47948662636190775,1.917946505447631,1,1,2,1,22876.919758171447,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,5,1965.3974331318095,934.5194347793582,943.6296806802345,1.4384598790857233,0.47948662636190775,0.47948662636190775,2876.9197581714466,1.4384598790857233,0.0,0.0,1923,1,1,9,1923,1,1,1,2,1,4,1,18082.05349455237,4,3,-1,-1,4,3,3,4,2,3,-2,4,2,5,84,70,70,72,67.39743313180954,74,84,80,82,2,2015,3,16,7,4,2,3,1
1,6,18,36,1,1965,1,1,1,6,3.0115546994024407,-2.0,57759,1,47.240019263445085,0,0,0,0,0,0,0,0,0,162,112,2,4,4,1,1.4942226502987797,2,3,1,3,2,2,1,2,2,2,3,3,2,2,3,5,5,3,3,3,2,4.976890601195119,2.0,4,1,4,4,4,3,3,2.4711132514938985,7.413339754481695,0.9884453005975593,1.482667950896339,1,1,2,2,-2.50577734970122,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,3,997.3929336108065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937,7,1,1,1941,7,1,1,2,1,3,2,109884.45300597559,2,-2,-2,-2,3,4,3,4,-3,-1,-8,-8,1,2,35,25,35,35,35.28886748506102,35,35,35,35,2,2015,3,12,9,3,3,4,1
2,30,86,130,1,1974,1,1,1,3,4.0,1988.7258106879071,9960,1,65.48378624185506,0,0,0,0,0,0,0,0,0,174,100,1,1,1,1,1.0,1,1,1,3,1,1,1,5,4,5,4,4,4,5,5,5,4,5,2,3,1,4.882490294817392,6.039169901727536,1,1,2,5,1,1,3,0.0,0.0,0.0,0.0,1,1,2,2,10391.699017275361,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0.9608300982724638,6,1997.5299611792695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948,3,1,1,1950,2,1,15,3,2,2,2,19608.30098272464,5,3,3,3,4,-7,2,3,4,3,-7,4,1,4,70,50,60,51,50.78339803455073,50,41,70,60,5,2015,3,14,7,3,4,2,1
1,13,38,69,1,1956,1,0,2,3,2.704357969034334,-2.352178984517167,1336,1,33.80447461292918,0,0,0,0,0,0,0,0,0,151,94,2,2,3,1,1.647821015482833,1,1,4,2,1,1,2,5,3,5,5,4,4,5,4,-3,3,5,2,2,1,5.943463046448499,6.352178984517167,1,1,-1,0,-1,-1,3,3.169610860654503,-0.704357969034334,-2.817431876137336,1.408715938068668,1,1,2,2,1336.9844991342688,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,0,1,2,-2,0,1,2,3,3,3,-1,-2.0,4,3,4,4,4,0,-1,0,-8,-8,-8,-8,-2,4,38,31,31,-2,31.686692805107313,38,12,-2,38,2,2015,3,16,8,4,2,0,1
2,23,69,107,1,1950,1,1,1,1,5.0,-2.0,1686,-1,105.52544064004485,0,1,0,0,0,0,0,0,0,161,121,1,2,2,1,1.0,1,1,1,3,1,1,1,5,4,4,5,3,4,4,4,5,4,5,3,3,1,1.904659959997197,6.095340040002803,1,3,1,2,1,1,4,0.0,0.0,0.0,0.0,1,1,2,2,5301.553319999066,2,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,5,1973.5077665999954,589.5367405981733,596.1709136381528,0.904659959997197,0.30155331999906565,0.30155331999906565,289.491187199103,1.2062132799962626,0.0,0.0,-2,1,1,2,-2,1,1,2,3,2,3,-4,5301.553319999066,4,4,4,4,4,-4,3,-4,4,-4,-4,-4,2,4,70,66,60,66,60.0,46,46,63,66,4,2015,3,14,7,4,2,1,1
1,16,49,84,1,1979,1,1,1,5,4.0,1995.2312506671146,12810,1,75.98733081062919,0,0,0,0,0,0,0,0,0,161,115,3,4,3,1,2.201689225249441,1,1,1,5,3,1,1,3,3,4,4,4,3,3,5,5,5,2,2,2,2,6.1974661621258385,4.394932324251677,4,3,3,4,3,1,1,2.60084461262472,4.583952360130311,1.0,3.39915538737528,1,1,2,2,50000.0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,1,790.3276670030534,783.1428700302986,790.3276670030534,1.1974661621258387,0.39915538737527956,0.39915538737527956,2394.9323242516775,0.39915538737527956,1.995776936876398,0.39915538737527956,1950,2,1,1,1952,2,1,1,3,1,3,2,18411.824576746087,4,2,3,2,4,2,2,4,3,-4,-4,-3,2,3,71,53,10,50,56.00844612624721,61,2,52,56,1,2015,3,13,9,3,5,2,1
1,23,66,102,1,1959,1,1,1,2,4.2986966059084954,1379.5676863602644,10519,1,50.908762413594665,0,1,0,0,0,0,0,0,0,160,132,1,1,1,2,1.2986966059084952,1,1,1,4,3,1,2,5,4,5,5,5,4,4,4,5,5,3,2,2,1,5.2986966059084954,5.2986966059084954,1,3,1,1,2,1,3,0.0,0.0,0.0,0.0,1,1,2,2,10518.654821554846,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,2,1388.5807203011796,1371.7494388429832,1388.5807203011796,2.1039101822745145,0.7013033940915048,0.7013033940915048,3506.5169704575237,2.1039101822745145,0.0,0.0,1352,-1,1,-8,1354,-8,1,-8,3,2,2,3,300000.0,3,3,3,3,3,3,3,4,3,3,-4,3,1,4,70,70,70,70,70.0,74,64,67,67,3,2015,3,11,7,2,3,2,1
1,6,12,29,1,1955,1,1,1,5,4.066186367669729,-2.0,4732,0,60.79423641203675,0,0,0,0,0,0,0,0,0,172,140,2,3,3,1,1.9338136323302706,2,1,2,2,1,1,2,4,3,3,4,3,3,4,3,4,4,5,2,2,2,2.132372735339459,2.132372735339459,2,2,1,1,1,1,1,8.404322690972434,37.35254529321082,-7.470509058642164,-7.470509058642164,1,2,2,2,9735.254529321082,2,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1979.8014408969907,1955.9338136323302,1979.8014408969907,5.801440896990812,1.0,1.9338136323302706,4732.607074614292,4.933813632330271,0.0,0.0,-2,1,1,1,-2,1,1,1,3,2,3,3,5066.186367669729,4,3,3,3,4,2,2,2,2,2,-7,-7,2,4,51,22,22,22,3.971182060183771,3,3,32,33,4,2015,3,8,7,2,3,1,1
2,22,66,105,1,1960,1,1,1,1,3.716319637829085,-2.0,1711,1,79.46111420526536,0,0,0,0,0,0,0,0,0,156,104,2,2,1,1,1.0,1,1,1,4,1,1,1,5,4,5,4,4,-2,5,1,5,4,5,3,2,1,3.56736072434183,3.56736072434183,2,1,1,2,3,3,3,0.0,0.0,0.0,0.0,1,1,2,2,3423.1476324557734,4,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0.42789345405697166,3,1983.4231476324558,1960.855786908114,1983.4231476324558,2.283680362170915,1.0,1.0,1711.5738162278867,3.1442130918860567,0.0,0.0,830,1,1,2,831,1,1,2,3,3,4,-2,20000.0,5,4,5,4,5,3,2,-2,4,3,-8,5,1,5,80,81,62,75,62.884261837721134,60,62,77,72,4,2015,3,9,8,2,3,1,1
1,12,35,56,1,1972,1,-4,1,7,4.0,1991.491251527613,52242,1,35.72957354332025,0,0,0,0,0,0,0,0,0,156,110,2,1,1,1,1.572957354332025,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6.718872062996075,6.718872062996075,1,2,1,1,1,1,1,-4.5836588346562,0.572957354332025,0.572957354332025,0.572957354332025,1,1,1,1,63701.375118222124,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,845.5444384225905,835.295414926559,845.5444384225905,1.281127937003925,0.427042645667975,0.427042645667975,2135.213228339875,1.281127937003925,0.0,0.0,1944,-4,1,-8,1945,-8,1,-8,1,1,1,1,236974.69102347724,2,2,2,2,2,1,1,2,1,1,-2,1,1,2,29,29,29,29,29.892985196758254,34,29,29,29,4,2015,3,12,7,3,4,4,1
2,10,25,46,2,1963,1,1,1,3,2.0,390.4455107418057,0,1,117.62274299399209,0,0,0,0,0,0,0,0,0,162,128,1,1,2,1,1.0,1,1,1,4,1,1,1,5,4,5,5,5,1,1,1,5,3,5,1,2,2,7.801895249499341,7.801895249499341,1,1,1,1,3,1,5,0.0,0.0,0.0,0.0,1,2,2,2,16037.904989986819,3,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0.19810475050065912,3,1985.3962095010013,1956.3867332535046,1985.3962095010013,3.0,1.0,1.0,0.0,5.6037904989986815,0.0,0.0,1555,3,1,10,1558,1,1,10,3,3,2,4,100000.0,1,1,1,1,1,-8,1,0,-5,0,-8,0,1,5,96,82,90,9,27.924190020026366,24,25,47,55,3,2015,3,11,7,2,4,1,1
1,25,75,114,1,1961,1,1,1,1,4.6556543237017145,671.8844885157442,309,1,79.66962971105144,0,0,0,0,0,0,0,0,0,165,112,1,2,2,1,2.0330370288948556,2,1,1,3,1,1,2,5,5,3,4,5,3,5,3,5,5,5,2,2,1,3.7217283814914266,3.377382705193141,1,2,3,3,3,2,4,0.0,0.0,0.0,0.0,1,1,2,2,1586.7851884420577,2,1,1,2,0,1,0,0,0,0,0,0,0,3,0,0.0,3,675.6062168972358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273,0,1,2,1276,1,1,2,3,2,2,3,687.3800439491671,3,3,3,3,4,2,1,2,1,1,-8,1,2,2,73,79,49,66,63.1130864740343,56,46,56,71,5,2015,3,9,7,2,3,1,1
1,29,84,127,1,1963,1,1,1,3,4.283194361138826,-2.0,4300,1,70.0,0,0,0,0,0,0,0,0,0,165,108,2,4,2,1,1.0,1,1,3,3,1,1,1,4,4,2,5,4,4,2,5,5,5,5,1,4,1,7.716805638861174,7.716805638861174,1,1,1,1,1,1,5,0.0,0.0,0.0,0.0,1,2,2,2,8867.222555444694,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0,4,1985.1504169165835,1410.673497278789,1423.5759987782903,2.8672225554446933,0.7168056388611733,1.4336112777223466,0.0,3.5840281943058665,0.0,0.0,547,1,1,1,-2,1,1,11,3,2,1,2,42831.94361138827,2,1,2,1,3,0,1,0,2,0,-8,-8,1,5,9,51,1,1,0.84958308341648,43,57,1,1,2,2015,3,8,7,2,3,1,1
1,13,37,66,1,1964,1,0,2,4,4.0,1982.0,609,1,38.42581088510164,0,0,0,0,0,0,0,0,0,164,137,3,4,3,1,3.0,1,1,3,3,1,1,1,5,3,4,5,4,4,1,4,4,5,5,2,4,1,3.4060830126443093,2.7969584936778453,4,2,3,2,4,1,4,0.0,0.0,0.0,0.0,1,1,2,2,609.1245189664637,1,1,1,2,0,1,0,0,0,0,0,0,0,1,1,1.5939169873556909,2,1987.9695849367783,1961.0152075316107,1585.9474024189124,3.0,1.0,1.0,304.56225948323186,3.7969584936778453,0.0,0.0,1934,1,1,5,1935,1,1,2,2,2,3,3,26015.207531610773,4,3,3,3,4,3,3,3,3,2,3,3,1,3,68,44,68,60,60.15207531610773,68,60,68,68,1,2015,3,10,7,2,4,1,1
1,1,1,2,1,1942,1,0,4,3,4.0,-2.0,35129,1,38.05194224076383,0,1,0,0,0,0,0,0,0,159,127,2,-3,2,2,1.0,1,1,1,4,1,1,1,5,5,4,5,5,4,4,5,5,5,5,1,3,1,8.0,8.0,1,-3,-2,-3,-3,-2,4,0.0,0.0,0.0,0.0,1,1,2,2,35129.85560190957,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0.5129855601909574,7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3,-3,-8,-3,2,1,-8,3,-3,2,-2,-2.512985560190957,3,2,3,2,3,2,2,3,2,2,-3,-3,1,3,44,49,39,39,24.188234690120744,39,44,39,39,3,2015,3,14,8,4,1,4,1
1,11,31,55,1,1946,1,1,1,3,4.054064919167985,1857.7083689157414,51,0,107.94553307161657,0,0,0,0,0,0,0,0,0,155,121,3,3,4,1,1.0,1,1,1,4,1,1,1,5,3,4,2,3,3,1,1,5,3,5,3,3,1,1.162194757503955,1.162194757503955,1,1,1,2,1,1,4,0.0,0.0,0.0,0.0,1,2,2,2,324.38951500791063,2,1,1,2,0,1,0,0,0,0,0,0,0,1,2,0.0,3,1969.4325193533439,1946.486584272512,1969.4325193533439,3.945935080832015,1.0,1.9459350808320148,51.90232240126568,4.945935080832015,0.0,0.0,-2,1,1,2,-2,1,1,2,3,1,3,3,5054.064919167985,4,4,4,4,5,4,4,4,4,4,-7,-7,1,2,51,50,50,50,50.54064919167985,50,50,60,51,3,2015,3,9,7,2,2,1,1
1,1,1,2,2,1952,1,1,1,6,4.0,1966.3012026025406,41246,1,41.512648792074714,0,1,0,0,0,0,0,0,0,162,128,2,1,1,4,1.0,2,2,3,4,2,1,1,4,4,2,4,3,4,2,3,5,5,3,2,4,2,6.692771242675681,2.4096383430990924,1,1,-6,-6,-6,-6,4,0.3072287573243191,2.5602396443693287,0.1024095857747731,0.2048191715495462,1,1,0,0,41246.98473226116,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,6,1770.0482968521474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,1,1,-7,1926,1,1,12,3,-6,2,3,-2.1024095857747733,2,2,2,2,3,2,2,2,1,1,1,1,1,1,16,12,13,25,41.40361218831524,17,38,30,38,0,2015,3,16,8,3,3,4,1
2,16,48,80,1,1954,1,1,1,1,4.960870988086054,75.63195963726889,3960,1,195.30451857032648,0,1,0,0,0,0,0,0,0,174,119,1,1,3,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,5.117387035741838,7.039129011913946,1,4,1,1,1,1,5,0.0,0.0,0.0,0.0,-7,-7,-7,-7,5039.129011913946,3,1,1,2,0,1,0,0,0,0,0,0,0,2,0,0.03912901191394602,3,76.0232497564084,1955.5869351787092,76.0232497564084,1.0,1.0,1.0,75.37541086363399,1.0,5.0,1.0,74,2,1,2,74,1,1,2,3,2,3,3,10000.0,4,4,3,3,4,-8,-7,-7,-7,-7,-7,-7,1,5,31,50,40,60,49.60870988086054,40,20,60,2,0,2015,3,11,7,2,3,2,1
1,2,4,11,1,1968,1,0,2,8,3.6318327205298733,1624.1213060080188,24079,1,40.49276746489861,0,0,0,0,0,0,0,0,0,168,127,2,3,3,2,1.0,2,2,1,4,2,3,1,2,2,4,3,3,2,2,4,5,2,2,4,3,3,1.1840836397350634,2.55225091920519,5,2,3,4,4,4,1,2.44774908079481,16.318327205298733,0.8159163602649366,2.44774908079481,1,1,1,1,3679.2250456204724,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1.0,3,1992.8954981615896,1960.552250919205,1992.8954981615896,8.711414521854557,1.0,2.3681672794701267,-1.8159163602649366,1.9204181986753168,2.44774908079481,0.8159163602649366,1939,6,1,2,1939,5,3,3,2,2,3,4,71840.83639735063,4,-5,-5,-5,4,4,2,3,-5,-5,-6,-6,1,4,46,53,50,40,40.79581801324683,48,50,40,40,3,2015,3,10,8,2,4,3,1
