survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut,happiness
1,19,56,91,2,1,1,4,1956.1993329726038,0,1,101.33259219178207,0,0,1,0,0,0,0,0,165,124,4,4,3,1,1.0,1,1,3,5,1,1,1,5,4,5,4,4,4,4,4,4,5,4,3,1,1.0,1.0,1,3,1,3,1,4,0.0,1,2,-1.7334815616435872,1,1,1,2,1,0,0,0,0,0,1,6,1961.1993329726038,259.3224405207896,262.38740256188834,0.5330368767128255,0.13325921917820638,0.26651843835641276,0.0,0.6662960958910319,0.0,0.0,-2,1,2,-2,1,2,3,2,4,-6,4,2,5,5,5,-6,1,5,-6,-6,-8,1,4,50,71,32,58,32.665184383564124,41,41,77,76,3,11,7,2,1,1
1,29,83,125,2,1,1,5,1992.1817181962751,19772,1,94.27257729441267,0,0,0,0,0,0,0,0,165,109,4,4,2,5,1.9545704509312207,1,1,2,3,2,2,2,4,3,4,4,4,4,4,1,4,2,3,2,2,4.0908590981375585,6.0,1,1,4,1,7,1,1.9545704509312207,1,1,80000.0,2,2,0,1,1,0,0,0,0,0,1,3,1995.3634363925503,1971.2725772944127,2000.1362886472064,4.0,3.863711352793662,4.863711352793662,58637.11352793662,1.0,2.0454295490687793,1.0,1945,3,1,1947,1,15,3,1,3,3,2,2,2,2,5,1,1,1,1,1,1,1,1,77,49,50,60,58.63711352793662,39,29,68,68,3,16,9,3,3,1
1,7,18,40,2,3,0,3,-2.0,4024,-7,99.01140926665647,0,0,0,0,0,0,0,0,168,128,2,3,2,1,1.0247147683335884,1,1,2,3,1,1,1,4,4,4,3,4,4,3,4,4,5,2,3,1,2.975285231666412,5.901140926665646,5,1,1,1,1,2,-0.19771814666870746,1,2,10000.0,2,1,0,2,1,0,0,0,0,0,0,2,2008.283271718326,1980.3821307916603,48.93524130050514,3.0741443050007655,1.0,1.0247147683335884,7925.855694999234,1.0988590733343537,2.9258556949992345,1.9505704633328231,1906,1,1,1909,1,1,3,2,2,3,1,2,2,2,3,2,2,-7,2,2,1,1,3,40,49,59,29,29.258556949992347,29,19,69,69,3,19,8,4,2,1
1,16,45,76,2,2,0,2,1252.8457838037293,0,1,92.82417765767735,0,0,0,0,0,0,0,0,166,113,3,3,2,1,1.3587911171161322,1,1,2,5,1,1,1,5,3,5,5,5,5,5,5,5,5,2,3,1,3.5115378198129257,3.5115378198129257,1,2,1,3,1,3,0.0,1,2,-1.2824177657677356,1,1,0,2,1,0,0,0,0,0,0,6,1967.893404576555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695,1,2,700,1,2,3,2,4,-4,4,2,4,4,4,-3,2,4,-3,-3,-3,1,4,50,66,37,56,37.17582234232265,43,41,69,69,3,12,7,3,1,1
1,24,71,111,1,1,1,3,1631.7563187446565,8435,1,174.20836601239634,0,0,0,0,0,0,0,0,159,115,2,2,2,1,1.0,1,1,1,3,1,1,1,5,4,5,5,4,3,5,5,4,5,3,4,1,2.8826705676797966,6.117329432320203,1,1,2,4,1,5,0.0,1,1,22824.54581657535,1,1,1,2,1,0,0,0,0,0,0,5,1635.4032505175846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941,3,1,1945,1,4,3,2,3,4,4,2,1,2,4,3,2,1,3,3,3,1,3,75,49,65,65,57.642612052482846,57,65,65,53,3,9,7,2,2,1
1,26,75,114,1,1,1,3,253.7286034480051,6340,1,57.25740269114333,0,0,0,0,0,0,0,0,160,98,2,4,1,1,1.0,1,1,1,5,1,1,1,5,4,5,4,4,1,5,4,4,5,2,4,1,6.228183289392339,1.8713638815653897,1,1,1,1,1,4,0.0,1,1,35228.18328939234,1,1,1,2,1,0,0,0,0,0,0,1,256.88632851391657,253.92769778992053,256.88632851391657,0.5145444737384408,0.5145444737384408,0.1286361184346102,1929.541776519153,0.3859083553038306,0.0,0.0,1934,1,1,1935,1,13,3,2,1,3,2,2,1,2,4,1,2,-6,2,2,0,1,3,15,5,1,1,1.286361184346102,0,0,1,6,3,17,9,4,2,1
1,27,74,114,2,3,0,2,-2.0,0,1,80.20579851218466,0,0,0,0,0,0,0,0,161,134,1,2,2,1,1.0,1,1,1,2,1,1,1,5,4,2,4,4,4,1,4,1,4,1,4,1,5.505144962804616,5.505144962804616,1,4,4,6,6,1,0.336763308536411,1,2,21683.816542682056,5,2,1,2,1,0,0,0,0,0,0,3,1985.525724814023,1961.5360147396323,1985.525724814023,3.8316183457317945,1.0,1.5051449628046165,15030.8697768277,1.0,5.0,1.0,325,-6,2,325,1,2,2,3,3,4,4,3,2,2,5,5,2,-8,2,-6,-6,1,2,74,93,74,91,10.1234791073108,89,89,91,6,3,10,8,2,1,1
1,30,86,128,2,1,1,3,-2.0,2875,1,62.491048069761895,0,0,0,0,0,0,0,0,150,107,1,2,4,1,1.8754475965119055,1,1,1,1,1,1,3,5,3,5,5,5,5,2,5,5,5,1,2,1,7.377237982559527,7.377237982559527,1,4,4,4,4,1,0.0,1,1,5750.895193023811,2,2,0,2,1,0,0,0,0,0,2,3,1965.4982096139524,1946.7473144209287,1965.4982096139524,3.8754475965119055,1.0,1.0,2676.163750930954,3.8754475965119055,0.0,0.0,-2,-6,11,-2,1,2,3,2,4,2,3,2,3,3,5,3,2,2,3,-6,-6,1,3,76,73,68,86,5.722249016261865,86,67,4,96,3,13,8,3,2,1
1,11,32,51,1,1,1,10,786.427041566333,76087,2,44.563946440851936,0,0,0,0,0,0,0,0,161,106,2,0,4,2,1.3912789288170386,2,4,1,4,2,4,1,2,2,1,2,3,2,2,2,4,4,2,3,3,4.956394644085194,4.347673572902232,3,2,5,4,6,5,0.39127892881703863,1,1,-3.0,1,3,1,1,0,0,0,0,0,0,0,4,1200.3979523727999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171,9,4,1171,7,2,1,1,3,2,3,-3,-3,-3,4,4,4,4,-2,4,-3,2,2,73,55,67,65,60.0,67,67,67,67,3,12,8,3,5,1
1,30,85,129,1,1,1,3,-2.0,6809,1,99.68978690644714,0,0,0,0,0,0,0,0,167,120,1,4,2,1,1.0,1,1,3,3,1,1,1,5,4,2,5,4,4,2,5,5,5,1,4,1,7.190278538915078,7.460185692610052,1,1,1,1,2,1,0.269907153694974,1,2,9730.092846305026,2,1,0,2,1,0,0,0,0,0,0,3,1449.4245784543916,1961.7921354650157,1449.4245784543916,3.730092846305026,1.0,1.730092846305026,0.0,5.0,0.0,0.0,519,1,1,-2,1,11,2,1,1,2,2,1,2,1,4,3,2,3,2,0,-4,1,4,28,75,24,21,24.291643832547663,65,80,24,21,3,10,7,2,2,1
1,8,20,43,2,3,0,1,68.20733158608716,0,1,80.71749955632178,0,0,0,0,0,0,0,0,165,95,2,1,1,1,1.9641250221839104,1,1,1,5,1,1,1,5,2,5,5,5,5,5,5,5,5,1,3,1,7.748875155287373,7.748875155287373,1,1,1,2,1,1,0.0,1,2,-0.07174995563217901,1,1,0,2,1,0,0,0,0,0,0,6,1981.210750488046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873,1,2,1884,1,2,3,2,3,2,4,3,4,4,4,3,3,4,3,3,3,1,4,50,50,49,50,49.28250044367821,49,44,51,51,3,13,7,3,1,1
1,16,48,77,1,1,1,4,1959.2053710200523,29527,1,41.19020493809931,0,0,0,0,0,0,0,0,171,143,4,4,4,4,1.842473498567695,4,3,4,2,4,1,3,5,2,1,5,1,4,5,1,5,1,1,2,4,7.157526501432305,7.157526501432305,1,1,1,1,1,6,-1.2602120114584405,1,1,58109.68198281234,2,1,1,2,1,0,0,0,0,0,1,3,1972.5752650143231,1946.7327915157553,1972.5752650143231,4.315053002864611,1.0,4.527420495703085,32835.47702578149,5.0,0.0,0.0,-2,0,16,1616,1,1,3,2,2,-6,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,12,12,7.876325071615254,7,3,9,12,3,15,7,3,4,1
1,30,85,129,2,1,1,5,1994.9355311962706,25577,1,81.08366273640938,0,0,0,0,0,0,0,0,161,115,5,5,2,3,1.7064468803729405,1,1,1,2,2,1,3,5,3,4,4,4,4,5,2,5,1,2,2,1,5.174212478508238,6.587106239254119,1,1,3,2,8,2,1.4128937607458811,1,1,79412.89376074588,2,1,0,1,1,0,0,0,0,0,0,3,1997.0548718373893,1974.2290843158976,2000.5871062392541,4.587106239254119,4.0,3.8257875214917623,53835.384487831754,1.5871062392541189,1.4128937607458811,0.7064468803729406,1373,3,1,1947,2,11,3,1,3,2,2,2,2,2,5,-1,1,1,2,1,1,1,1,74,52,52,60,60.0,45,38,67,67,3,16,9,4,3,1
1,1,1,2,1,1,0,3,-2.0,37901,1,39.160737507613334,0,0,0,0,0,0,0,0,154,126,2,-5,2,2,1.0,1,1,1,4,1,1,1,5,5,4,5,5,4,4,5,5,5,1,3,1,8.0,8.0,1,-6,0,0,0,0,0.0,1,1,37901.84376903333,1,1,1,2,0,0,0,0,0,0,1,7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-6,-8,-3,2,-8,3,-5,2,-5,3,2,3,2,4,2,2,3,2,2,-5,1,4,70,78,62,62,38.879771975876665,62,70,62,62,3,14,8,4,4,1
1,14,39,68,1,1,1,5,1990.9510878102044,40318,1,36.83842120996934,0,0,0,0,0,0,0,0,169,135,3,3,4,4,2.8480350842229036,2,2,1,4,4,1,2,4,4,2,4,4,2,4,1,4,1,1,2,2,5.455894747331289,3.7598245788854827,2,1,1,1,2,9,1.8480350842229036,2,2,29680.772053054294,1,1,0,1,0,0,0,0,0,0,0,5,1695.2221333615842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,3,2,-2,3,1,1,2,2,3,4,-6,-6,-6,4,4,3,4,3,3,3,3,3,90,80,63,62,68.48035084222903,71,80,92,88,3,20,8,5,4,1
1,9,27,44,2,1,1,10,719.1767021650742,65662,1,37.54532036569463,0,0,0,0,0,0,0,0,161,110,2,4,4,1,1.7168754494682645,3,3,1,4,2,2,1,2,2,2,3,3,2,2,3,5,3,4,4,3,4.433750898936529,2.0,4,1,5,3,6,5,0.35843772473413227,1,1,-2.641562275265868,1,2,2,1,1,0,0,0,0,0,0,4,1265.1608068242913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,7,3,1937,7,6,2,1,3,2,2,-4,-4,-4,3,3,2,3,-4,0,-4,1,2,60,47,60,60,60.0,60,52,60,60,3,15,8,4,5,1
1,20,57,93,1,1,1,3,1972.5749961598488,10233,1,96.16776063147948,0,0,0,0,0,0,0,0,166,119,3,5,1,1,1.0,2,2,1,4,2,2,1,4,2,3,4,3,3,3,4,5,2,3,4,3,2.9401312757775377,4.706579149481641,4,2,4,1,4,1,0.0,1,2,17232.79011236199,2,3,1,1,1,0,0,0,0,0,1,3,1979.6947336082937,1967.101969136663,1988.101969136663,7.8802625515550755,1.6467104252591793,1.6467104252591793,6999.618993033046,1.7065791494816414,1.940131275777538,0.6467104252591793,-2,3,6,-2,0,5,2,2,4,2,3,3,4,4,4,4,1,4,2,2,-2,1,2,61,54,41,67,61.19737448444924,54,54,61,67,3,12,7,3,2,1
2,29,84,128,1,1,1,2,-2.0,3573,1,75.44598645217879,0,0,0,0,0,0,0,0,156,110,2,4,4,1,1.0,1,1,2,2,2,2,2,5,4,4,5,4,4,4,5,5,3,2,4,1,5.180748306522348,2.6361496613044695,1,3,4,3,6,3,0.0,1,1,391.6860664685639,3,2,0,1,1,0,0,0,0,0,1,4,1983.5351837426144,1258.9401797215453,1272.9354722702437,-5.089197290435757,-5.089197290435757,1.2722993226089392,-1.2722993226089392,0.6361496613044696,1.908448983913409,0.6361496613044696,1939,-4,2,1933,1,2,2,1,3,-1,4,3,5,3,4,4,-3,4,3,3,-3,1,3,92,92,69,84,84.80983679087431,16,81,93,88,3,16,8,3,1,1
1,17,50,83,1,1,1,3,1221.9807928816895,18873,1,200.72322014552591,0,0,0,0,0,0,0,1,163,95,3,4,3,3,1.77479400111943,1,1,1,4,2,1,1,4,4,4,5,4,4,4,4,2,3,2,2,1,4.837808998320854,6.0,1,2,2,3,3,1,1.0,1,2,78063.01499720142,3,2,-1,2,1,0,0,0,0,0,1,3,1996.026853989925,1971.576441992164,1996.026853989925,3.612602999440285,1.0,1.612602999440285,28063.014997201426,1.0,2.612602999440285,1.0,1195,2,3,1196,2,8,3,2,3,-1,3,3,4,4,4,0,3,0,4,0,-1,1,4,51,47,53,56,37.7479400111943,35,29,37,51,3,14,7,3,3,1
1,12,34,63,2,1,1,6,1825.2899388451178,17889,1,67.70489486636578,0,0,0,0,0,0,0,0,156,113,4,3,3,1,2.816391589309262,2,2,1,4,4,1,1,3,3,4,4,4,3,2,4,5,1,2,2,2,5.183608410690738,2.4590210267268438,5,2,2,2,3,1,1.0,1,1,50918.04205345369,4,1,-1,2,1,0,0,0,0,0,0,1,182.13954340521173,179.5690256555415,182.13954340521173,0.27541261603610634,0.09180420534536882,0.18360841069073763,734.4336427629505,0.45902102672684375,0.0,0.0,1788,3,1,1966,3,2,3,2,3,3,4,3,3,3,4,3,3,2,3,-6,-6,2,2,60,50,-1,50,60.0,50,3,60,60,3,12,9,3,3,1
2,6,15,35,1,2,0,4,1980.3433573483799,3414,2,137.57518011284822,0,0,0,0,0,0,0,0,169,145,2,3,2,1,2.1716786741898817,2,1,2,2,1,1,1,5,3,3,5,4,4,4,3,5,5,3,5,2,3.3433573483797634,2.414160662905059,1,3,1,2,1,2,0.0,1,1,3414.1606629050593,3,1,1,2,1,0,0,0,0,0,0,2,1980.0,1962.1008753596645,820.0381125520171,3.0,1.0,1.0,878.7590056424112,3.0,0.0,0.0,1924,1,12,1926,1,7,2,2,4,4,4,3,3,2,2,4,2,4,3,3,3,1,4,95,95,71,71,58.58393370949408,79,83,58,58,3,15,7,4,2,1
1,15,45,78,1,1,1,6,2000.232969216567,14568,1,73.95960707436471,0,0,0,0,0,0,0,0,159,113,4,4,3,1,2.4720523900847047,1,1,1,5,3,1,1,3,3,4,4,4,3,2,5,5,2,2,2,2,5.791921414872943,3.583842829745887,4,3,3,4,3,1,1.0,1,1,50000.0,3,2,-1,2,1,0,0,0,0,0,0,1,522.6681338161426,517.9166053269049,522.6681338161426,0.7919214148729433,0.2639738049576478,0.2639738049576478,1583.8428297458865,0.2639738049576478,1.3198690247882388,0.2639738049576478,1957,3,1,1958,3,1,3,1,3,2,4,2,3,2,4,2,2,4,3,-5,-4,2,2,67,52,6,50,57.36026195042352,57,1,54,57,3,12,9,3,2,1
1,9,25,47,2,1,0,3,1532.489843872018,0,1,272.67175705316663,0,0,0,0,0,0,0,0,167,130,3,2,1,1,1.0,1,1,1,4,3,1,1,5,3,4,4,4,5,4,4,5,1,1,4,1,8.0,8.0,1,1,1,5,1,1,0.45547071578055576,1,2,18416.030368354168,4,1,1,2,1,0,0,0,0,0,1,3,1991.0496182210125,1967.416030368354,2002.6335878526584,3.0,1.0,1.6832060736708336,18416.030368354168,1.0,3.4554707157805558,1.0,1937,3,1,1934,2,1,3,3,4,3,3,3,4,4,5,5,3,2,4,4,-5,1,3,73,75,50,57,62.277353578902776,55,55,50,57,3,20,7,5,1,1
1,1,1,2,1,1,1,3,67.00097498377909,30175,1,36.07026575863929,0,0,0,0,0,0,0,0,169,130,2,1,1,2,1.0,1,1,3,3,1,1,1,4,4,3,4,4,4,2,4,5,4,1,3,1,7.964867120680357,7.789202724082141,1,1,-8,-8,-8,-8,0.0,1,1,30175.664396598215,1,1,1,2,1,0,0,0,0,0,1,7,66.38743665629522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,1,-8,64,1,-7,3,1,2,4,2,2,2,2,2,2,2,3,1,1,1,1,1,-2,-2,-2,-2,-1.594684827214273,-2,-1,-2,-1,3,14,9,4,4,1
2,11,30,49,1,1,1,3,1977.222931288318,3000,1,72.9936325561997,0,0,0,0,0,0,0,0,173,109,2,2,2,1,1.3184712474454683,1,1,1,2,1,1,3,5,5,5,5,5,5,5,3,5,5,1,2,1,8.0,8.0,1,1,1,1,1,1,0.0,1,1,6000.0,1,1,1,2,1,0,0,0,0,0,0,3,1987.859873783209,1965.5414025357634,1987.859873783209,1.6369424948909366,1.0,1.3184712474454683,2318.471247445468,1.9554137423364049,3.4076437627726586,0.6815287525545317,1324,1,2,1328,1,2,3,3,5,3,4,4,0,4,4,-8,1,3,4,4,3,1,4,60,56,36,60,33.63057505109063,36,33,56,60,3,15,7,4,2,1
1,17,51,85,1,1,1,3,1081.9792632873427,10366,1,77.72219804944083,0,0,0,0,0,0,0,0,166,117,3,3,2,1,1.9111207802236638,1,1,1,3,2,1,2,5,2,5,5,4,2,5,2,4,2,2,3,1,7.0,5.911120780223664,1,1,1,2,-2,1,1.0,1,1,42377.845461565645,3,2,1,2,1,0,0,0,0,0,0,3,2005.5556039011183,1979.5556039011183,2005.5556039011183,2.6333188296645043,1.0,1.544439609888168,23484.413503284275,1.0,2.455560390111832,1.0,1945,1,3,1059,-2,10,3,3,2,2,1,1,2,2,4,3,2,2,3,-2,-8,2,2,70,47,38,41,54.55560390111832,54,58,60,40,3,17,7,4,2,1
2,6,18,33,1,1,1,3,1530.9975040355055,3227,1,73.63504541985593,0,0,0,0,0,0,0,0,170,99,1,1,2,1,1.0,1,1,1,1,1,1,4,5,4,5,5,4,2,5,4,5,5,1,1,1,7.772680193566283,7.772680193566283,1,1,1,1,1,1,0.0,1,1,6454.639612867434,1,1,1,2,1,0,0,0,0,0,0,3,1991.090720774265,1968.1814415485303,1991.090720774265,1.6819594193011511,1.0,1.0,2454.639612867434,1.227319806433717,3.8634009678314154,0.772680193566283,1944,1,2,1949,1,2,3,3,4,3,5,4,5,4,5,-5,1,3,4,4,3,1,5,64,62,40,62,40.0,44,40,60,57,3,14,7,3,2,1
1,8,24,39,2,1,0,5,1958.3182250692264,33159,1,44.62719487539265,0,0,0,0,0,0,0,0,159,120,2,1,1,3,1.0,1,1,2,5,1,1,1,4,3,2,4,4,4,3,3,5,4,2,4,2,7.0,3.840887465386846,1,1,-3,-4,-3,-4,0.0,1,1,33159.11253461315,1,1,1,2,1,0,0,0,0,0,1,6,1969.4227575484583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,1,-3,1215,1,10,3,-4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,39,35,36,45,54.672519667713715,39,53,46,54,3,14,8,3,4,1
2,27,77,117,1,1,1,1,-2.0,3,0,70.00805311232203,0,0,0,0,0,0,0,0,153,78,2,3,3,1,1.0,1,1,1,3,1,1,2,4,3,4,5,3,4,4,4,4,5,2,3,1,6.987920331516946,6.987920331516946,1,1,1,1,1,1,0.0,1,2,6000.0,1,1,1,2,1,0,0,0,0,0,0,6,1982.975840663034,7.871917294789739,7.960501530332129,0.012079668483053307,0.004026556161017769,0.004026556161017769,3.8654939145770584,0.016106224644071077,0.0,0.0,1930,2,2,-2,1,2,3,1,3,2,2,2,2,2,3,-7,1,-7,2,-7,-7,1,4,7,6,4,5,3.229513701178013,2,0,7,5,3,9,7,2,1,1
1,25,74,115,1,1,1,4,1976.9610176849371,10401,1,75.27750204606329,0,0,0,0,0,0,0,0,172,116,3,4,2,1,1.0,1,1,1,4,1,1,1,4,3,4,4,4,4,3,4,5,5,1,2,1,7.639907483187529,6.199537415937647,3,2,3,6,2,1,0.6399074831875294,1,1,51800.462584062356,1,1,1,2,1,0,0,0,0,0,1,4,1984.6812027185622,1255.4984820139327,1267.0168167113084,1.9197224495625882,0.6399074831875294,0.6399074831875294,3839.4448991251766,0.6399074831875294,3.1995374159376473,0.6399074831875294,1925,2,1,1929,2,6,3,1,3,2,2,2,2,1,3,2,1,4,3,1,4,1,4,93,60,19,50,68.00462584062353,87,6,36,68,3,15,9,4,2,1
2,15,42,73,1,2,0,3,1042.7778472259188,28108,2,74.13191280570842,0,0,0,0,0,0,0,0,166,152,1,3,2,1,1.0,2,2,2,5,1,2,1,4,3,2,5,4,3,3,3,5,5,2,2,2,4.837201269749993,4.837201269749993,1,3,5,3,5,2,0.4728668782916656,1,1,33379.86370391668,5,1,1,2,1,0,0,0,0,0,3,3,1976.9612630690417,1959.5426624341667,1976.9612630690417,3.0,1.0,1.0,13379.863703916682,1.9457337565833313,1.5813993651250031,0.5271331217083344,1928,1,2,1934,2,2,2,1,4,2,5,5,4,4,5,3,3,4,5,4,4,2,3,74,75,64,80,64.72866878291666,58,74,58,80,3,15,8,4,4,1
1,24,71,109,1,1,1,1,679.4710312023678,11315,1,46.84551513010917,0,0,0,0,0,0,0,0,161,90,1,1,1,2,1.0,1,1,1,2,1,1,3,5,5,5,4,4,2,5,5,5,5,2,4,1,2.369103026021834,2.7113787825272926,1,1,1,2,1,1,0.0,1,1,11315.448486989084,1,1,1,2,1,0,0,0,0,0,0,6,1969.7178575297348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665,3,2,666,1,6,3,2,-4,2,5,-3,-3,-3,-3,-8,-4,-4,-3,-4,-3,1,4,63,50,46,56,50.0,50,46,63,60,3,11,7,2,2,1
1,11,30,56,2,3,0,3,1667.3510609447017,458,1,50.0,0,0,0,0,0,0,0,0,163,155,1,1,2,1,1.4984749336492982,1,1,1,2,1,1,4,5,3,5,5,4,4,4,4,4,5,1,3,1,5.498474933649298,6.332316622432866,1,1,1,1,4,5,0.0,1,1,4664.63324486573,4,1,0,2,1,0,0,0,0,0,0,3,1999.6859841737755,1970.1783588420221,1999.6859841737755,-6.172258576619239,1.0,1.8338416887835671,4664.63324486573,1.4984749336492982,4.169208443917836,0.8338416887835672,1943,1,2,1945,1,4,3,2,3,3,1,1,0,0,1,0,0,0,0,0,1,1,3,34,26,4,18,6.646332448657311,6,6,21,18,3,10,8,2,1,1
1,22,68,108,1,1,1,4,654.2555526013002,23996,2,38.69669769580719,0,0,0,0,0,0,0,0,163,113,1,3,3,1,1.0,2,3,1,4,1,1,1,4,3,2,4,4,2,5,4,3,5,1,3,3,6.664110834399389,7.332055417199694,1,4,6,5,7,4,0.6660277085998472,1,1,23996.166251599083,4,2,1,2,1,0,0,0,0,0,0,4,1966.3301385429993,1298.088004061102,1310.7425305244992,1.9980831257995415,0.6660277085998472,0.6660277085998472,3996.166251599083,1.9980831257995415,0.0,0.0,1922,1,6,1923,1,1,2,1,4,1,4,4,0,0,4,4,3,4,3,4,4,2,5,86,70,70,74,68.33013854299924,76,86,80,81,3,15,7,4,3,1
2,13,39,64,1,1,1,3,891.9618697269905,3549,1,64.61639735501801,0,0,0,0,0,0,0,0,166,98,1,1,1,1,1.0,1,1,1,2,1,1,2,5,4,5,5,4,-2,5,2,5,5,1,1,1,7.450585619822072,7.450585619822072,1,1,1,1,1,1,0.0,1,1,7098.8287603558565,2,1,1,2,1,0,0,0,0,0,1,3,1989.8023424792882,1965.6046849585766,1989.8023424792882,2.6482431405337845,1.0,1.0,3098.8287603558565,1.5494143801779283,2.252928099110359,0.4505856198220718,1944,1,2,1947,1,2,3,3,4,3,5,4,5,4,5,-1,1,3,4,4,4,1,5,70,65,40,65,40.0,50,40,60,54,3,12,8,2,2,1
1,30,85,128,1,1,1,3,909.8538315002154,12319,1,55.782477698464696,0,0,0,1,0,0,0,0,165,97,3,5,2,2,1.0,1,1,1,4,1,1,1,4,4,4,4,4,2,3,4,5,5,2,3,1,7.0,2.4591409020645596,3,1,1,3,1,3,0.0,1,2,44723.67713922663,1,1,1,2,1,0,0,0,0,0,0,3,915.0678178146673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931,2,1,1935,3,15,3,2,1,4,1,2,1,1,3,1,1,-2,2,1,2,1,3,51,27,0,22,45.91409020645596,45,0,13,45,4,17,10,4,2,1
1,9,24,46,2,1,1,4,1981.1101420109774,0,1,256.7793556775252,0,0,0,0,0,0,0,0,159,116,2,2,2,1,1.0,1,1,1,3,2,1,2,5,3,4,5,4,4,5,5,5,2,1,3,1,8.0,8.0,1,1,1,5,-2,2,0.0,1,1,12838.96778387626,3,1,1,2,1,0,0,0,0,0,1,3,1984.2457291245278,1964.0,1992.7626324761566,4.296619329674243,1.0,1.0,12838.96778387626,1.8644128864494958,1.7033806703257564,0.5677935567752521,1097,2,1,1095,2,1,3,3,-1,2,4,3,4,4,4,0,3,4,4,4,-3,2,4,75,71,54,60,60.0,55,55,54,60,3,19,7,5,1,1
1,19,57,91,1,1,1,3,1737.5708577675643,29439,1,73.17948593214739,0,0,0,0,0,0,0,0,169,135,4,4,4,4,2.112010792359589,4,3,4,2,4,1,3,5,2,1,5,1,4,5,1,4,1,2,2,4,6.551956830561642,6.887989207640411,1,1,1,1,1,7,0.11201079235958944,1,1,61680.16188539384,2,1,0,2,1,0,0,0,0,0,1,3,1972.5681510930342,1947.0161942624727,1972.5681510930342,3.887989207640411,1.0,4.551956830561642,29439.94603820205,4.551956830561642,0.22402158471917888,0.11201079235958944,-2,1,14,1703,1,2,3,2,2,-8,1,1,1,1,1,0,1,0,1,0,0,1,2,9,6,6,5,5.6005396179794715,6,6,5,9,3,17,7,4,4,1
1,25,75,117,2,1,0,5,1970.7095386355081,16753,1,55.39245311166886,0,0,0,0,0,0,0,0,159,104,2,2,3,2,1.4057651913425318,2,1,2,4,1,1,1,4,3,3,4,5,4,3,2,3,5,3,2,1,5.217295574027595,6.405765191342532,1,2,2,3,3,3,0.40576519134253186,1,1,21379.601650564608,1,2,1,2,1,0,0,0,0,0,0,6,1973.9556601662484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925,2,9,1926,3,6,3,2,3,2,3,3,-3,-3,3,3,2,3,1,3,3,1,4,80,74,70,71,37.813732180050366,74,80,80,82,3,17,7,4,3,1
2,18,55,89,1,-6,1,3,-2.0,182,-6,33.40774700299303,0,0,0,0,0,0,0,0,146,86,1,1,-6,6,3.4888379495510455,2,2,1,1,1,1,5,5,4,3,5,5,5,5,5,5,5,1,2,1,6.977675899102091,6.977675899102091,1,2,1,1,1,1,0.0,1,2,182.35911286192288,1,1,-1,2,1,0,0,0,0,0,0,5,1979.547604795211,1631.8480822556355,1646.7811099529417,3.318450599401394,3.318450599401394,0.8296126498503485,-1.659225299700697,0.8296126498503485,-6.636901198802788,-6.636901198802788,1934,-6,2,1934,1,2,3,-6,2,-8,1,1,1,1,-5,-5,1,1,1,-6,-6,1,2,63,63,58,51,51.70387350149652,50,50,55,53,3,15,7,3,0,1
