id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
7350,4,1,27,79,119,2015/7/22 19:53,1,1967,1,1,1,3,,4.0,1989.0,20000,1,,80.0,0,1,1,0,0,0,0,0,0,,170,120,3,4,4,2,1.0,1,1,1,4,2,1,1,5,4,4,5,4,4,4,2,5,5,5,3,3,2,2.0,3.0,1,3,4,3,5,2,5,,,,,2,1,2,2,25000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1989.0,1969.0,1989.0,1.0,1.0,2.0,5000.0,5.0,,,1940,1,1,5,1941,1,1,15,2,2,3,2,50000.0,4,2,3,2,4,4,2,4,2,2,2,3,3,5,70,60,50,50,60.0,50,40,60,50
7351,3,1,12,33,62,2015/8/2 18:11,2,1974,6,1,1,1,,,,-2,1,,54.0,0,0,0,0,0,0,0,0,1,,150,90,3,4,3,1,3.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,1,3,1,,,1,2,5,4,-8,5,1,3.0,-2.0,1.0,3.0,1,2,2,2,-2.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,3,0,3.0,3,-2.0,1967.0,-2.0,1.0,1.0,1.0,-2.0,5.0,,,1952,-8,1,2,1953,3,1,2,2,1,-8,2,36000.0,4,4,-8,-8,4,4,3,4,-8,-8,-8,-8,3,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2
7352,4,2,5,10,26,2015/7/30 9:22,2,1985,1,1,1,4,,2.0,1998.0,40000,1,,100.0,0,1,1,0,0,1,0,0,0,,158,100,3,3,5,1,1.0,1,1,2,5,5,4,2,5,3,4,5,3,3,1,4,5,3,1,4,4,2,2.0,3.0,3,4,4,2,6,1,3,,,,,1,1,2,2,200000.0,6,3,1,1,0,1,0,0,0,0,0,0,0,,1,1,2.0,4,2005.0,1988.0,2011.0,4.0,1.0,1.0,40000.0,3.0,,,1960,3,1,2,1960,3,1,2,3,1,5,3,50000.0,4,4,4,4,4,4,2,3,4,2,-8,-8,2,5,55,55,85,60,85.0,60,90,40,70
7353,4,1,19,57,93,2015/7/14 14:50,2,1959,1,1,1,6,,4.0,1977.0,24000,4,2005.0,95.0,0,1,0,0,0,0,0,0,0,,160,110,5,5,5,4,1.0,5,2,1,5,2,1,1,4,1,1,4,3,3,5,1,5,5,4,4,4,4,1.0,2.0,1,3,5,6,5,2,1,3.0,32.0,1.0,3.0,1,1,2,2,40000.0,2,3,2,1,0,0,1,0,0,0,0,0,0,,1,0,0.0,3,1982.0,1959.0,1982.0,4.0,1.0,5.0,20000.0,5.0,,,1934,3,1,2,1939,1,1,2,2,2,3,-8,10000000.0,4,4,-8,-8,5,5,3,4,3,4,-8,3,1,3,80,80,80,80,80.0,80,80,80,80
7354,4,2,15,41,72,2015/7/14 11:10,1,1962,1,1,1,1,,,,20000,1,,30.0,0,1,0,0,0,0,0,0,0,,165,100,2,5,2,1,1.0,1,1,2,3,1,1,2,5,1,5,5,5,5,5,1,5,5,5,4,2,2,1.0,7.0,1,3,6,5,7,4,3,,,,,1,1,2,2,20000.0,1,2,3,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1982.0,1966.0,1982.0,1.0,1.0,1.0,4000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,1,2,2,30000.0,5,4,4,3,4,-8,4,-8,3,3,3,3,2,5,40,50,70,70,70.0,70,60,60,50
7355,5,1,5,8,24,2015/8/4 14:25,2,1992,1,1,1,12,,4.0,2004.0,-3,4,2003.0,80.0,0,0,0,0,1,0,0,0,0,,160,124,4,5,5,1,1.0,1,3,1,4,4,1,1,1,1,2,2,3,2,1,2,4,5,1,2,3,3,7.0,2.0,1,2,3,1,3,1,1,2.0,1.0,1.0,1.0,1,1,2,2,-3.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1970,4,1,2,1970,4,1,2,2,1,4,2,100000.0,5,5,5,5,5,4,2,3,3,2,-8,2,1,5,80,80,20,70,0.0,0,10,20,60
7356,3,1,19,57,91,2015/7/20 14:39,2,1943,1,1,1,12,,4.0,1966.0,60000,1,,62.0,0,0,0,1,0,0,0,0,0,,154,90,1,2,3,5,1.0,5,3,4,5,3,1,1,5,3,1,5,4,4,3,5,5,5,3,3,2,1,7.0,3.0,2,4,5,6,3,2,5,,,,,1,1,2,2,120000.0,2,4,0,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,3,1970.0,1941.0,1970.0,12.0,4.0,5.0,60000.0,5.0,,,1915,4,1,1,1920,5,1,1,2,3,4,3,80000.0,5,3,-8,-8,5,5,4,5,3,4,-8,4,1,2,70,60,65,65,65.0,80,80,80,80
7357,3,2,6,14,30,2015/8/6 11:35,2,1970,1,1,1,3,,2.0,,0,1,,200.0,0,1,0,0,0,0,0,0,0,,158,110,5,4,4,1,1.0,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,2,2,1,5.0,5.0,2,3,4,6,7,3,3,,,,,1,1,2,2,7000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,3,1990.0,1967.0,1990.0,3.0,1.0,1.0,7000.0,3.0,,,-2,1,1,2,-2,1,1,2,3,1,4,3,40000.0,5,5,5,5,5,5,5,5,5,5,5,5,1,4,60,60,60,60,60.0,60,70,60,60
7358,4,2,16,46,77,2015/7/28 17:01,2,1961,1,1,1,4,,2.0,1976.0,1500,1,,70.0,0,0,1,0,0,0,0,0,0,,155,110,2,3,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,2,5,5,1,5,5,5,4,3,2,7.0,7.0,1,4,5,2,8,1,3,,,,,1,1,2,2,18000.0,5,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1982.0,1961.0,1982.0,3.0,1.0,1.0,11000.0,3.0,,,-2,4,4,2,-2,1,1,2,3,2,3,3,30000.0,4,3,4,3,4,-8,2,-8,2,2,-8,2,1,4,50,80,80,50,50.0,70,70,50,0
7359,3,2,28,81,122,2015/8/1 7:42,2,1974,1,1,1,1,,,,1200,1,,65.0,0,1,0,0,0,0,0,0,0,,145,52,4,3,3,1,1.0,1,1,1,5,1,1,1,5,5,1,5,5,5,5,5,5,3,5,1,4,1,,,2,3,3,2,4,6,4,,,,,1,2,2,2,2200.0,7,1,1,2,0,1,0,0,0,0,0,0,0,,2,3,5.0,3,1994.0,1958.0,1994.0,1.0,1.0,1.0,1000.0,3.0,,,-2,1,-8,-8,1938,1,1,2,3,2,2,2,5000.0,5,4,4,5,4,-8,1,-8,-8,-8,-8,-8,-8,5,90,90,85,80,75.0,80,70,80,90
7360,4,2,31,89,134,2015/8/20 9:12,1,1987,1,1,1,4,,4.0,2002.0,21000,1,,85.0,0,0,0,0,1,0,0,0,0,,168,105,3,3,4,1,1.0,2,2,3,4,5,5,2,5,3,3,4,2,4,2,2,5,5,1,5,4,2,1.0,5.0,1,4,4,2,5,3,3,,,,,1,2,2,2,21000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2007.0,1985.0,2007.0,4.0,1.0,1.0,0.0,4.0,,,1967,3,1,2,1965,4,1,2,2,1,5,2,50000.0,5,5,5,5,5,5,3,5,3,3,-8,4,2,5,90,80,80,70,70.0,90,60,90,90
7361,3,1,7,18,35,2015/8/8 9:56,1,1983,1,1,1,12,,4.0,2007.0,200000,1,,30.0,0,0,0,0,0,0,0,0,1,,173,136,4,5,5,2,2.0,1,2,1,2,5,1,3,3,4,4,5,2,2,1,1,3,5,1,3,4,4,6.0,2.0,6,2,6,4,8,5,1,3.0,8.0,1.0,2.0,1,1,2,2,200000.0,1,4,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1956,10,1,1,1958,10,1,1,2,1,4,2,500000.0,4,-8,-8,-8,5,4,-8,5,5,4,-8,-8,-8,4,60,50,50,60,60.0,60,70,80,80
7362,4,2,21,64,100,2015/7/18 18:24,1,1991,1,1,1,7,,4.0,2007.0,55000,1,,200.0,0,0,0,0,1,0,0,0,0,,168,120,4,5,4,1,1.0,1,1,1,5,5,2,1,4,4,5,5,4,3,5,4,5,5,1,4,3,2,1.0,1.0,1,4,1,1,5,4,1,3.0,7.0,1.0,3.0,1,1,2,2,85000.0,5,3,2,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2013.0,1990.0,2013.0,4.0,1.0,1.0,0.0,5.0,,,1962,6,1,2,1964,4,1,15,2,3,4,3,80000.0,5,5,5,4,5,5,4,4,4,-8,-8,4,4,5,90,50,70,70,80.0,80,70,80,60
7363,4,2,11,31,54,2015/7/22 13:20,2,1979,1,1,1,4,,4.0,1994.0,7000,1,,120.0,0,0,0,0,0,1,0,0,0,,158,125,4,5,4,1,1.0,2,2,2,5,5,2,1,5,4,4,1,3,3,1,5,4,3,1,4,4,2,2.0,3.0,1,4,3,3,3,1,3,,,,,1,1,2,2,20000.0,5,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2002.0,1979.0,2002.0,11.0,1.0,2.0,10000.0,3.0,,,1945,4,1,2,1952,3,1,2,2,1,4,3,40000.0,4,3,3,3,4,4,2,4,2,3,-8,4,1,5,70,80,-2,80,80.0,70,70,85,90
7364,3,2,10,27,50,2015/7/30 11:11,2,1975,1,1,1,4,,4.0,1991.0,20000,1,,300.0,0,1,0,0,0,0,0,0,0,,165,120,4,5,5,1,1.0,1,1,1,2,2,1,4,5,5,5,5,4,5,5,5,5,5,3,2,2,1,6.0,7.0,2,3,6,4,8,4,1,5.0,15.0,2.0,3.0,1,2,2,2,50000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,2.0,3,1997.0,1973.0,1997.0,4.0,1.0,1.0,30000.0,1.0,5.0,2.0,1946,3,1,2,1947,1,1,2,2,1,4,2,40000.0,4,3,3,3,5,4,3,3,3,-8,-8,-8,2,3,70,60,70,80,70.0,90,60,90,70
7365,4,2,18,53,87,2015/7/15 11:29,1,1973,1,1,1,3,,4.0,1983.0,3999,1,,200.0,0,1,0,0,0,0,0,0,0,,173,170,5,5,4,1,1.0,1,1,1,4,1,1,1,5,4,5,5,2,2,4,1,5,5,5,4,1,1,3.0,3.0,1,3,2,1,3,1,3,,,,,1,1,2,2,5999.0,5,2,2,2,0,1,0,0,0,0,0,0,0,,3,0,3.0,3,1999.0,1973.0,1999.0,3.0,1.0,1.0,2000.0,3.0,,,1943,3,1,2,1946,1,1,2,3,1,3,2,500000.0,5,3,3,3,5,3,2,4,4,3,3,3,1,5,80,90,50,60,70.0,60,70,60,70
7366,4,1,27,77,117,2015/7/19 19:39,1,1986,1,1,1,12,,4.0,2009.0,40000,1,,99.0,0,1,0,0,0,0,0,0,0,,177,140,5,5,3,2,2.0,2,2,3,2,4,2,2,2,2,4,5,2,2,3,3,5,5,1,2,3,4,2.0,2.0,2,4,5,4,6,4,1,4.0,5.0,1.0,3.0,1,1,1,2,150000.0,1,3,2,2,0,0,1,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1960,7,4,1,1964,4,1,15,2,2,3,3,50000.0,3,4,3,4,3,4,3,4,3,3,3,3,3,2,70,65,70,75,70.0,70,75,75,75
7367,4,1,11,31,54,2015/7/21 11:29,1,1948,1,1,1,6,,4.0,1967.0,30000,1,,105.0,0,0,0,1,0,0,0,0,0,,175,130,5,4,5,2,1.0,3,3,4,3,1,1,2,5,4,3,4,4,4,3,1,5,5,5,3,4,3,3.0,3.0,3,4,5,6,5,4,5,,,,,1,1,2,2,15000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,7,1972.0,,,,,,,,,,1926,2,1,2,1926,1,1,2,1,3,3,2,50000.0,4,-8,-8,-8,5,4,3,4,3,3,-8,4,2,4,70,60,50,60,50.0,60,50,60,70
7368,4,2,21,64,101,2015/7/19 8:32,2,1963,1,1,1,4,,4.0,1979.0,5000,1,,90.0,0,1,1,0,0,0,0,0,0,,169,120,3,4,4,1,1.0,1,1,1,4,1,1,2,5,3,5,5,4,4,5,5,5,5,5,4,3,1,1.0,2.0,1,4,5,4,6,6,1,,,,,1,1,2,2,10000.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1985.0,1963.0,1985.0,4.0,1.0,1.0,4000.0,1.0,,,1954,-8,1,2,-2,-8,1,2,2,1,4,2,-2.0,4,4,4,4,4,4,4,4,3,4,-8,-8,2,5,70,70,70,60,70.0,70,60,60,60
7369,4,1,2,2,9,2015/7/24 15:37,1,1969,8,1,1,4,,4.0,-2.0,46000,1,,40.0,0,1,0,0,0,0,0,0,0,,166,108,3,4,4,2,1.0,1,1,1,2,5,1,3,5,2,5,4,2,2,1,5,5,5,1,5,5,4,1.0,1.0,1,2,3,2,5,2,1,5.0,25.0,2.0,4.0,1,1,2,2,80000.0,1,2,3,1,0,1,0,0,0,0,0,0,0,,1,1,0.0,6,1987.0,,,,,,,,,,-2,-8,1,2,-2,-8,1,2,2,1,4,2,-2.0,5,4,4,4,5,4,3,4,4,-8,-8,-8,2,3,80,82,80,80,81.0,82,80,72,80
7370,5,2,13,36,67,2015/9/20 11:44,1,1925,1,1,1,2,,,,0,1,,90.0,0,0,0,1,0,0,0,0,0,,165,120,1,2,3,1,1.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,,,1,4,1,1,1,1,4,,,,,1,2,2,2,0.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,5,0.0,3,1947.0,1929.0,1947.0,1.0,1.0,1.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,3,2,3,2,2000.0,5,4,5,3,5,-8,4,4,4,4,-8,-8,1,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2
7371,4,2,24,70,110,2015/8/4 14:54,1,1935,1,0,6,1,,,,6840,1,,10.0,0,0,0,0,0,0,0,1,0,,165,100,3,4,4,1,1.0,1,1,1,2,1,1,4,5,3,5,4,4,3,5,5,5,5,5,3,3,1,3.0,3.0,6,4,5,5,5,1,5,,,,,1,2,2,2,6840.0,1,3,0,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,-2,1,1,16,-2,1,1,16,1,1,4,1,3000.0,4,4,4,1,4,4,1,4,4,4,4,4,1,1,100,100,30,60,20.0,70,90,70,60
7372,5,1,10,26,48,2015/7/30 11:19,2,1993,1,1,1,6,,4.0,2013.0,0,2,,99.0,0,0,0,0,1,0,0,0,0,,168,100,5,5,5,1,2.0,2,1,1,3,5,2,3,3,4,3,2,4,3,4,3,5,5,1,2,3,4,5.0,3.0,1,4,6,6,8,5,6,,,,,1,2,2,2,70000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1966,4,1,1,1965,6,1,1,2,2,3,-8,50000.0,5,4,3,4,5,5,3,4,3,5,-8,5,2,3,80,70,70,80,60.0,60,50,70,70
7373,5,2,10,24,46,2015/7/26 8:52,1,1954,1,1,1,2,,,,2000,1,,200.0,0,0,0,1,0,0,0,0,0,,172,100,2,2,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,4,5,5,5,5,5,1,3,1,,,1,4,4,5,4,3,3,,,,,1,2,2,2,2000.0,2,1,2,2,0,1,0,0,0,0,0,0,0,,1,2,3.0,3,1982.0,1957.0,1982.0,1.0,1.0,1.0,0.0,4.0,,,1911,1,1,2,1905,1,1,2,2,1,4,2,30000.0,5,4,5,5,5,4,4,4,4,4,4,4,4,5,80,80,80,80,80.0,80,80,80,80
7374,2,2,28,81,123,2015/7/30 9:07,2,1953,1,1,1,3,,4.0,1966.0,6600,1,,100.0,0,1,0,0,0,0,0,0,0,,150,110,2,3,3,1,1.0,1,1,3,4,1,2,1,5,5,4,4,4,4,4,5,5,5,5,4,4,2,1.0,2.0,1,2,2,1,3,1,3,,,,,1,2,2,2,70000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1977.0,1950.0,1977.0,3.0,1.0,1.0,12000.0,1.0,5.0,1.0,-2,1,1,4,-2,1,1,2,3,2,3,3,7200.0,4,3,4,4,5,4,3,3,2,4,3,3,2,5,60,70,78,78,89.0,67,78,68,78
7375,3,2,29,84,127,2015/7/24 19:56,2,1958,1,1,1,1,,,,10000,1,,42.0,0,1,0,0,0,0,0,0,0,,150,80,2,1,1,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,3,5,5,1,1,1.0,7.0,1,3,5,5,5,1,3,,,,,1,1,2,2,10000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1975.0,1951.0,1975.0,2.0,1.0,1.0,0.0,3.0,,,-2,-8,-8,-8,-2,-8,1,-8,2,2,3,2,-2.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,100,100,100,100,100.0,100,100,100,100
7376,4,2,18,55,89,2015/7/24 14:17,2,1965,1,1,1,1,,,,0,1,,160.0,0,0,0,0,0,0,0,0,0,¼ÒÈË¹²ÓÐ,164,118,4,3,4,1,1.0,2,2,2,5,1,2,1,5,2,4,5,3,2,5,3,5,5,5,4,4,1,2.0,3.0,2,4,5,4,7,3,4,,,,,1,2,2,2,30000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1987.0,1965.0,1987.0,4.0,1.0,1.0,25000.0,1.0,5.0,1.0,-2,1,1,2,-2,1,1,15,2,2,3,2,50000.0,5,4,4,4,5,5,2,3,2,3,3,3,1,4,85,75,70,90,70.0,85,90,70,70
7377,2,1,6,12,28,2015/7/31 9:12,2,1952,1,1,1,4,,2.0,1965.0,20000,1,,75.0,0,1,1,0,0,0,0,0,0,,155,80,1,2,2,2,1.0,4,4,1,5,2,1,1,5,1,1,4,4,4,2,1,5,4,1,2,2,4,4.0,6.0,1,2,5,3,5,2,5,,,,,1,1,2,2,43000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1975.0,1953.0,1975.0,4.0,4.0,2.0,23000.0,5.0,,,1926,1,1,1,1931,1,1,15,3,1,3,2,40000.0,3,3,2,2,3,3,3,3,1,2,2,4,1,3,100,100,100,100,100.0,100,50,100,80
7378,4,1,21,64,101,2015/7/16 20:30,2,1950,1,0,3,3,,4.0,-2.0,10000,1,,109.0,0,0,0,1,0,0,0,0,0,,155,108,4,4,4,1,2.0,1,1,2,4,1,1,2,5,2,4,5,3,4,5,5,5,5,5,2,3,2,6.0,6.0,1,4,6,3,6,3,4,,,,,1,1,2,2,-2.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1974.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,-8,20000.0,4,3,4,4,4,-8,3,4,4,-8,5,5,3,5,85,80,80,75,80.0,80,75,80,85
7379,4,1,6,14,30,2015/8/7 10:48,2,1945,1,1,1,3,,4.0,-2.0,-2,1,,80.0,0,0,0,1,0,0,0,0,0,,145,85,3,3,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,2,1,2.0,2.0,1,4,5,5,6,5,4,,,,,1,1,2,2,-2.0,5,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,-3.0,1947.0,-3.0,3.0,1.0,1.0,-2.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,5,-8,-2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,79,7,70,70,70.0,70,70,70,70
7380,4,1,1,1,1,2015/8/28 14:16,2,1930,1,0,1,1,,,,36000,4,-2.0,50.0,0,0,0,1,0,0,0,0,0,,152,126,3,4,4,2,1.0,1,1,5,5,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,1,2.0,3.0,1,4,8,5,10,3,5,,,,,1,1,2,2,-2.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,3,0,0.0,7,1949.0,,,,,,,,,,-2,3,1,2,-2,1,1,2,2,2,4,2,40000.0,3,3,2,2,4,4,3,4,2,4,-8,4,2,3,80,70,60,80,70.0,80,80,80,70
7381,3,2,2,2,9,2015/7/23 15:26,2,1934,8,1,3,1,,,,720,1,,600.0,0,0,0,1,0,0,0,0,0,,155,110,4,3,4,2,3.0,1,1,1,3,1,1,2,5,4,5,5,5,1,2,5,5,5,5,3,3,1,1.0,1.0,1,3,5,3,7,2,4,,,,,1,1,2,2,50000.0,7,3,1,1,0,1,0,0,0,0,0,0,0,,3,3,0.0,3,1961.0,1940.0,1961.0,3.0,4.0,2.0,720.0,4.0,,,-2,1,1,2,-2,1,1,2,3,1,3,2,-2.0,5,4,5,5,5,-8,3,-8,3,4,4,3,2,5,50,70,50,70,40.0,70,70,-2,40
7382,5,1,30,85,128,2015/10/18 9:53,2,1979,1,1,1,10,,4.0,2006.0,200000,1,,113.0,0,1,0,0,0,0,0,0,0,,163,120,4,5,5,2,3.0,2,1,1,2,5,5,4,5,3,4,5,3,3,4,5,4,5,1,2,4,2,6.0,3.0,2,2,6,4,7,4,1,2.0,9.0,1.0,4.0,1,2,2,2,200000.0,1,3,2,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1934,4,4,1,-2,6,1,15,2,1,4,2,200000.0,4,4,4,4,5,3,2,5,1,-8,-8,3,1,2,90,90,90,90,-2.0,-2,90,90,90
7383,4,1,4,7,22,2015/8/31 16:57,2,1975,1,1,2,13,,4.0,1999.0,0,4,1998.0,65.0,0,0,0,0,0,0,0,0,1,,160,160,4,3,4,2,2.0,2,2,3,4,5,4,2,3,4,3,4,4,4,3,2,5,4,1,2,4,3,5.0,5.0,5,2,4,5,6,3,5,,,,,1,1,1,2,-3.0,2,3,1,1,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,2015.0,1966.0,2015.0,12.0,1.0,4.0,-3.0,1.0,3.0,1.0,1930,3,4,1,1937,4,1,1,3,2,3,-8,-3.0,4,4,4,4,4,4,4,5,4,4,4,4,3,2,60,40,60,50,60.0,60,80,80,70
7384,5,2,18,52,85,2015/7/22 11:40,2,1928,1,0,6,1,,,,1000,1,,230.0,0,0,0,0,0,0,1,0,0,,157,90,2,2,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1.0,1.0,1,3,5,4,6,1,4,,,,,1,1,2,2,20000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,3,-2.0,1929.0,-2.0,4.0,1.0,1.0,1000.0,4.0,,,-2,-8,1,2,-2,1,1,2,2,1,-8,2,-2.0,5,5,5,5,5,-8,5,-8,4,-8,5,-8,4,5,80,80,-2,80,-2.0,90,90,80,80
7385,4,2,26,74,114,2015/8/7 12:01,1,1937,1,-8,1,3,,2.0,,660,4,,200.0,0,0,0,1,0,0,0,0,0,,158,100,2,2,3,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,1,1,1,,,2,2,3,2,5,1,2,,,,,1,1,2,2,48000.0,3,2,3,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,7,1960.0,,,,,,,,,,-2,1,1,16,-2,1,1,16,3,1,3,3,-3.0,4,4,4,3,3,3,3,3,2,4,3,3,3,5,70,0,0,0,50.0,50,50,0,60
7386,4,1,1,1,2,2015/9/6 10:05,2,1945,1,1,1,10,,4.0,1967.0,78000,1,,96.0,0,0,0,0,0,1,0,0,0,,160,110,3,4,4,2,2.0,3,3,3,5,5,4,1,4,2,3,4,3,4,3,3,5,4,2,3,4,2,5.0,5.0,4,3,6,7,6,5,5,,,,,1,1,2,2,168000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,2,0.0,3,-2.0,1939.0,-2.0,11.0,2.0,2.0,90000.0,5.0,,,-2,7,1,8,-2,3,1,15,2,2,3,2,120000.0,3,2,3,3,4,3,2,3,2,2,2,2,1,3,60,60,65,60,65.0,65,55,70,65
7387,3,1,1,1,8,2015/9/8 14:50,2,1973,1,1,1,9,,4.0,1989.0,60000,1,,23.8,0,0,0,0,0,0,0,0,1,,168,100,5,5,5,2,3.0,4,2,3,4,5,1,2,4,3,5,5,4,4,2,4,4,4,1,1,2,2,,,3,3,5,4,6,3,1,3.0,20.0,1.0,3.0,1,1,2,2,276000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,1998.0,1970.0,1998.0,12.0,1.0,2.0,210000.0,1.0,3.0,1.0,1949,6,1,1,1949,5,1,1,2,2,3,3,8000.0,4,3,3,3,4,4,3,4,3,3,4,2,1,3,60,60,50,40,60.0,40,50,50,60
7388,4,2,2,2,9,2015/7/23 15:22,1,1941,8,1,4,3,,2.0,,10000,1,,219.0,0,1,0,0,0,0,0,1,0,,165,120,1,1,2,1,1.0,2,3,1,4,1,1,1,5,3,2,4,3,3,2,4,5,5,5,3,4,2,5.0,6.0,1,3,2,5,5,6,5,,,,,1,1,2,2,20000.0,4,2,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1971.0,1946.0,1971.0,3.0,1.0,4.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,3,3,4,3,-2.0,4,4,4,4,4,4,3,4,4,4,3,3,4,4,98,95,95,90,70.0,90,70,70,75
7389,4,1,15,39,70,2015/7/14 14:40,2,1985,1,1,1,4,,4.0,1994.0,30000,1,,125.0,0,0,0,0,0,1,0,0,0,,153,92,5,4,5,1,1.0,2,1,3,5,3,1,2,5,4,4,5,4,4,2,5,5,4,2,3,2,1,2.0,5.0,1,4,5,3,6,2,1,3.0,11.0,1.0,3.0,1,1,2,2,100000.0,5,4,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2008.0,1987.0,2008.0,4.0,1.0,1.0,60000.0,1.0,3.0,2.0,-2,1,1,2,-2,1,1,2,2,2,3,3,80000.0,5,5,5,5,5,3,3,3,2,-8,-8,-8,1,5,60,60,70,70,30.0,40,40,70,70
7390,3,2,2,4,11,2015/7/31 8:40,1,1966,1,1,1,3,,2.0,,-3,1,,90.0,0,1,0,0,0,0,0,0,0,,160,120,4,4,3,1,1.0,1,1,1,4,1,1,2,5,5,5,5,4,4,5,5,5,5,5,3,2,1,4.0,5.0,1,4,5,2,5,1,3,,,,,1,1,2,2,-3.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,0,3,-8.0,3,-2.0,1967.0,-2.0,1.0,1.0,1.0,-3.0,1.0,3.0,1.0,-2,1,1,2,-2,1,1,2,3,2,4,3,100000.0,5,5,5,5,5,-8,4,-8,5,5,-8,-8,3,4,90,90,90,90,90.0,90,80,90,90
