edu,edu_yr,political,property_8,weight_jin,health,health_problem,depression,hukou,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_3,leisure_4,leisure_6,leisure_7,leisure_8,leisure_9,leisure_12,socialize,relax,learn,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,family_income,family_m,family_status,house,car,invest_1,invest_2,s_birth,marital_now,s_edu,s_political,s_hukou,status_peer,status_3_before,view,trust_1,trust_2,trust_5,trust_7,trust_8,trust_10,trust_12,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,income_cut,happiness
8,-2.0,1,0,130,4,5,4,4,1,1,1,2,4,2,3,4,5,4,4,5,5,1,2,2,2,4.0,1,2,3,4,4,3,-2.0,2,3,1,1,1,0,1987.0,2007.0,7.0,1.0,1.0,2,1,4,3,3,3,3,3,-8,-8,2,60,60,60,60,60.0,60,60,60,70,6,4
7,1964.0,1,0,150,2,1,4,4,1,1,1,5,1,1,1,4,5,4,5,5,5,5,1,4,2,8.0,1,4,1,1,1,1,250000.0,4,2,1,2,1,0,1952.0,1979.0,10.0,1.0,5.0,3,2,3,5,5,5,3,3,3,4,1,60,30,20,20,30.0,60,60,70,50,4,2
4,1963.0,4,0,124,5,4,4,1,5,4,2,5,1,2,1,4,1,4,4,5,5,5,2,4,3,6.0,1,4,4,3,2,5,7000.0,2,2,1,2,1,0,1948.0,1963.0,3.0,1.0,1.0,2,1,4,4,3,4,3,3,3,4,4,90,45,80,80,90.0,70,80,80,80,2,4
12,2012.0,1,0,130,5,5,5,2,2,2,2,3,5,5,2,4,5,4,4,3,5,1,2,3,3,5.0,1,3,5,5,6,5,20000.0,3,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,2,2,3,1,3,1,2,2,80,70,80,90,70.0,70,80,80,70,5,4
3,-2.0,1,0,170,2,1,2,1,1,1,3,3,1,1,2,5,5,5,5,5,5,5,1,1,1,8.0,1,5,1,5,10,-8,2000.0,2,5,1,2,1,0,1950.0,1971.0,4.0,4.0,1.0,3,3,2,4,2,5,2,-8,2,4,5,50,50,60,-2,60.0,-2,60,-2,-2,1,5
4,1990.0,1,0,150,3,3,3,2,2,3,2,4,1,1,1,4,3,4,4,5,5,5,4,3,1,3.0,1,4,4,3,6,2,50660.0,5,4,1,1,1,0,1973.0,1998.0,4.0,1.0,2.0,3,1,4,4,4,4,2,3,3,3,4,65,70,68,70,70.0,75,72,65,65,5,4
12,2013.0,1,0,180,4,4,4,2,2,3,2,4,4,1,2,3,2,4,3,2,4,2,3,4,4,2.0,1,4,7,4,8,4,50000.0,3,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,4,4,3,-8,4,86,92,94,94,90.0,90,95,90,89,3,4
7,1992.0,1,0,104,4,5,5,2,3,3,5,5,5,5,1,2,4,3,3,2,2,1,1,5,2,8.0,4,3,5,5,5,4,87600.0,3,2,1,1,0,1,1953.0,1981.0,6.0,1.0,2.0,2,2,3,4,3,4,-8,4,-8,4,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,4,4
4,2012.0,1,1,110,4,4,4,4,1,1,3,4,5,1,1,5,5,5,3,1,5,1,1,3,1,8.0,4,4,5,1,6,4,-2.0,5,3,2,2,1,0,1995.0,0.0,4.0,1.0,1.0,2,1,4,5,2,5,2,4,5,5,4,80,60,50,70,40.0,80,80,50,70,0,5
6,1978.0,2,1,106,4,5,5,5,2,2,2,4,4,3,1,2,4,4,4,4,3,1,3,4,2,5.0,-8,1,5,4,6,1,50000.0,2,2,0,2,0,1,1959.0,1986.0,6.0,1.0,5.0,3,2,3,3,3,3,2,3,3,3,4,80,80,60,80,80.0,80,80,80,80,1,5
3,-2.0,1,0,120,4,4,4,1,1,1,1,4,1,1,1,4,5,4,4,5,5,5,4,3,2,2.0,1,4,6,5,6,4,10000.0,4,4,1,2,1,0,1952.0,-2.0,1.0,1.0,1.0,2,2,4,5,4,5,3,4,-8,-8,5,65,60,70,65,65.0,65,60,60,65,0,4
4,2006.0,1,0,98,3,3,3,1,1,1,1,5,3,1,1,2,5,4,3,3,5,2,3,3,2,1.0,1,1,3,3,5,1,30000.0,3,3,1,2,1,0,1978.0,2003.0,4.0,1.0,1.0,3,1,3,2,2,3,2,2,2,3,4,50,50,20,30,30.0,30,30,40,50,3,4
4,-2.0,1,0,120,4,4,4,1,2,2,1,4,1,1,1,4,3,4,4,4,4,5,4,2,2,6.0,2,4,6,3,7,2,60000.0,4,3,2,2,1,0,1975.0,-2.0,4.0,1.0,1.0,2,2,4,4,4,4,3,3,3,3,4,90,90,70,66,70.0,70,50,40,30,4,4
12,2013.0,4,1,130,5,4,4,1,3,3,2,2,5,2,3,3,3,3,2,1,2,1,3,4,3,2.0,3,1,5,4,7,5,180000.0,2,3,0,2,1,0,1990.0,0.0,12.0,1.0,2.0,2,1,2,3,3,4,4,4,3,3,2,60,60,40,60,60.0,50,30,80,62,5,4
4,1968.0,1,0,170,4,4,4,5,2,2,3,4,1,1,1,4,3,3,3,3,2,5,3,4,2,3.0,2,4,5,4,5,3,50000.0,2,3,1,2,1,0,1949.0,1976.0,4.0,1.0,5.0,2,1,4,4,2,5,3,4,3,3,4,60,50,60,70,50.0,80,60,65,65,4,4
7,1982.0,1,0,108,3,5,5,4,3,3,2,5,5,1,1,3,3,4,4,5,2,1,3,4,1,3.0,4,4,5,5,5,5,80000.0,3,3,1,1,0,1,1969.0,1991.0,7.0,1.0,5.0,2,2,3,5,4,5,4,5,4,4,3,80,80,60,80,80.0,70,60,80,80,4,4
3,-2.0,1,1,132,5,5,5,1,2,2,2,4,4,1,1,4,5,4,4,3,4,4,1,4,1,8.0,2,4,2,3,5,-8,20000.0,1,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,3,5,1,-8,1,-8,4,100,90,50,80,70.0,60,90,100,80,3,1
10,2013.0,1,0,180,3,5,3,1,4,3,1,2,5,1,4,5,3,4,4,1,4,1,4,5,2,6.0,1,3,5,5,5,5,100000.0,3,3,2,2,0,1,0.0,0.0,0.0,0.0,0.0,3,2,4,5,2,5,3,3,2,-8,5,60,50,30,30,40.0,60,80,60,80,3,4
6,1992.0,1,0,160,4,4,4,2,2,1,1,4,3,1,1,4,4,4,4,3,5,3,3,4,2,6.0,1,3,3,2,3,2,38400.0,3,2,1,2,1,0,1974.0,1997.0,8.0,1.0,2.0,3,2,4,4,3,5,3,3,3,-8,4,80,60,70,70,70.0,60,70,70,70,1,4
4,2007.0,1,1,90,4,5,4,5,2,2,2,4,5,1,1,3,4,3,3,3,4,1,4,4,3,2.0,1,3,5,5,7,6,130000.0,2,3,1,2,1,0,1986.0,2010.0,6.0,1.0,5.0,2,1,3,4,4,5,4,4,4,4,4,80,80,79,87,90.0,80,87,86,83,5,4
1,-2.0,1,0,160,4,5,4,1,1,1,4,4,1,1,1,4,5,4,4,5,5,5,4,2,2,2.0,1,4,4,3,3,3,20000.0,2,3,1,2,1,0,1955.0,1973.0,4.0,4.0,1.0,3,2,2,2,2,4,2,3,-8,-8,5,90,90,90,90,90.0,90,90,90,90,2,4
3,-2.0,1,0,160,2,3,4,1,1,1,4,4,1,1,1,5,5,5,5,5,5,5,1,1,1,8.0,1,2,5,5,5,2,3000.0,2,2,1,2,1,0,1951.0,2012.0,1.0,1.0,1.0,3,2,2,4,4,4,2,-8,-8,-8,4,100,50,50,50,50.0,50,50,50,50,2,4
3,1967.0,4,0,124,2,4,5,4,2,2,2,5,1,1,1,4,2,3,4,5,1,5,4,4,2,2.0,2,2,7,7,7,2,95000.0,2,5,2,2,1,0,1953.0,1977.0,3.0,1.0,4.0,1,2,4,-8,-8,3,1,3,3,3,2,40,50,50,50,60.0,60,70,70,60,5,4
10,1956.0,4,0,100,3,5,4,2,5,3,5,5,5,5,1,1,1,3,3,2,1,1,4,4,3,2.0,2,4,7,8,6,4,130000.0,2,3,1,2,1,0,1941.0,1966.0,7.0,4.0,2.0,1,1,4,4,4,3,2,4,-8,4,4,90,80,50,80,80.0,80,80,90,90,5,5
1,-2.0,1,0,80,4,4,4,1,1,1,1,2,1,1,3,4,5,4,5,5,5,5,4,2,2,1.0,1,4,3,3,3,2,30000.0,1,3,4,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,-8,5,5,5,-8,-8,5,5,5,60,70,60,60,50.0,30,30,60,50,1,4
4,-2.0,1,0,118,4,4,4,1,1,2,1,5,4,1,1,2,5,4,4,4,4,2,2,3,1,6.0,2,3,4,1,6,-8,50000.0,2,2,1,2,1,0,1969.0,1991.0,3.0,1.0,1.0,3,1,3,5,5,5,2,4,3,-8,3,2,90,-2,70,-2.0,85,85,-2,0,3,3
3,-2.0,1,0,150,5,4,4,1,1,1,1,5,1,1,1,3,5,4,3,1,5,5,4,3,1,1.0,3,2,5,2,8,1,80000.0,2,3,1,1,1,0,1963.0,-2.0,3.0,1.0,1.0,2,1,4,3,3,4,3,4,3,3,4,80,90,90,80,80.0,70,90,80,90,2,4
1,-2.0,1,0,105,3,4,4,4,1,1,2,5,1,1,1,4,5,3,5,5,1,5,4,2,2,1.0,1,3,5,7,-8,4,51000.0,2,3,1,2,1,0,1934.0,1956.0,3.0,1.0,4.0,2,3,4,5,3,5,4,4,3,-8,5,100,90,85,90,80.0,90,95,80,85,3,4
3,-2.0,1,0,130,5,5,4,1,1,1,3,5,1,1,1,3,5,4,2,4,2,5,4,4,1,2.0,1,4,7,5,-8,3,0.0,2,2,1,2,1,0,1947.0,-2.0,1.0,1.0,1.0,2,2,4,4,3,5,3,3,4,4,3,80,80,70,80,70.0,70,70,70,80,1,4
3,1962.0,1,0,106,4,5,5,1,1,1,4,5,1,1,1,5,5,5,5,2,5,5,1,3,2,8.0,1,4,7,5,7,5,50000.0,2,4,1,2,1,0,1948.0,1969.0,3.0,1.0,1.0,1,1,2,5,4,4,2,4,-8,-8,5,90,95,90,95,70.0,95,90,80,90,4,5
4,1947.0,4,0,120,3,4,5,2,4,3,4,4,1,1,1,4,1,4,4,5,4,5,3,2,2,5.0,1,4,5,-8,-8,-8,45600.0,2,3,1,2,1,0,1933.0,1957.0,4.0,4.0,2.0,2,2,4,3,3,3,3,3,3,3,3,70,60,60,60,60.0,60,60,60,60,5,4
3,-2.0,1,0,110,4,5,5,1,1,1,1,5,1,1,1,4,5,3,3,5,2,5,4,3,2,2.0,1,5,3,3,3,3,3000.0,6,3,1,2,1,0,1950.0,1972.0,3.0,1.0,1.0,2,2,4,5,4,5,4,4,4,4,5,95,50,95,98,95.0,95,95,95,95,2,5
3,-2.0,1,0,150,5,4,4,1,2,1,3,5,1,1,1,5,5,4,3,5,5,5,2,4,1,3.0,1,4,-8,-8,-8,-8,3000.0,2,2,2,2,1,0,1939.0,1964.0,1.0,1.0,1.0,2,1,5,4,3,4,1,4,-8,-8,4,80,70,70,80,80.0,60,80,70,80,1,4
1,-2.0,1,0,80,1,2,2,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,1,1,1,8.0,1,3,3,1,3,1,1220.0,1,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,3,4,3,4,2,3,3,2,3,70,70,60,70,60.0,70,70,60,70,2,2
6,2002.0,1,1,120,5,4,3,2,1,2,1,4,5,1,1,3,4,4,3,2,2,1,3,2,4,2.0,6,4,3,6,-8,3,100000.0,1,3,2,1,1,0,0.0,0.0,0.0,0.0,0.0,2,3,2,4,4,5,3,5,3,5,5,80,80,70,80,70.0,90,80,85,90,5,3
6,1967.0,1,0,134,3,4,4,2,2,2,2,5,2,2,1,4,4,4,4,4,4,4,2,4,2,6.0,2,4,4,4,4,3,48000.0,1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,4,3,4,3,4,3,3,3,70,50,20,30,30.0,60,60,60,60,5,4
1,-2.0,1,0,100,4,4,4,5,1,1,1,4,1,1,1,-8,-8,-8,5,4,3,5,4,3,3,2.0,2,2,4,3,4,3,100000.0,5,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,1,3,5,4,5,1,5,3,3,5,80,77,66,78,57.0,65,77,69,60,1,4
3,1981.0,1,0,120,1,2,4,1,2,1,1,2,1,1,5,5,5,5,4,2,2,5,4,3,2,7.0,1,4,3,1,2,1,12000.0,2,2,1,2,1,0,1964.0,1985.0,3.0,1.0,1.0,3,2,4,4,4,5,2,2,4,4,5,70,60,50,50,50.0,50,50,60,50,2,3
4,1971.0,1,0,91,3,3,3,2,2,1,2,4,1,1,1,2,4,4,4,4,1,5,2,4,2,5.0,1,1,2,2,5,2,20000.0,4,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,4,3,3,4,2,4,3,3,3,80,79,90,91,89.0,88,89,90,90,3,4
4,-1.0,1,0,185,5,5,5,2,1,1,1,3,4,1,1,3,4,3,3,1,5,1,3,3,2,3.0,1,3,5,3,7,5,70000.0,2,3,1,2,1,0,1975.0,1989.0,4.0,1.0,2.0,2,2,4,4,4,4,3,4,4,4,4,80,80,70,70,70.0,60,80,70,70,5,5
3,-2.0,1,0,100,4,4,3,1,2,1,2,2,1,1,3,5,3,3,5,5,5,5,1,3,1,8.0,1,2,5,6,6,6,30000.0,2,3,1,2,1,0,1946.0,1968.0,1.0,1.0,1.0,2,2,3,3,2,4,4,4,4,2,3,76,77,96,83,61.0,66,79,42,66,3,2
3,1994.0,1,1,120,5,4,4,1,1,1,1,3,1,1,2,4,4,3,3,3,4,5,3,2,2,2.0,1,4,4,2,7,1,40000.0,5,3,1,2,1,0,1982.0,2004.0,4.0,1.0,1.0,2,1,4,5,4,4,3,3,3,4,4,80,90,60,80,80.0,60,80,70,80,5,4
3,-2.0,1,0,110,3,5,3,5,2,2,1,4,5,5,3,3,5,2,2,3,3,1,4,4,1,2.0,5,2,4,6,3,4,25000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,2,3,1,1,4,3,2,2,2,3,62,60,50,50,50.0,60,60,60,65,2,2
7,1993.0,1,0,120,5,5,5,1,2,2,4,4,4,4,2,3,3,2,3,2,3,2,3,3,3,4.0,4,4,5,5,3,3,50000.0,2,3,1,2,1,0,1950.0,2011.0,6.0,1.0,2.0,2,2,5,3,3,3,3,3,3,3,3,70,80,60,70,80.0,80,90,80,80,3,4
4,1995.0,2,1,130,5,4,5,1,1,1,1,1,5,1,5,4,5,5,5,5,5,3,2,2,2,2.0,1,1,1,1,2,2,100000.0,2,3,0,1,1,0,1978.0,2001.0,4.0,2.0,1.0,2,1,-8,3,2,4,1,-8,-8,-8,3,80,60,50,80,60.0,60,70,60,70,4,4
3,-2.0,1,0,160,1,1,2,1,1,1,1,4,1,1,1,5,5,5,4,5,5,5,3,4,1,2.0,2,2,4,2,5,1,0.0,2,1,1,2,1,0,1944.0,1962.0,3.0,1.0,1.0,3,3,2,4,4,3,3,3,3,2,5,20,10,20,30,20.0,20,10,20,30,1,2
4,1994.0,1,1,100,4,3,4,1,3,2,3,4,1,1,1,2,4,3,5,1,2,5,2,4,2,3.0,1,2,5,5,7,9,50000.0,3,3,1,2,1,0,1977.0,2000.0,4.0,1.0,1.0,2,1,4,2,5,4,2,4,-8,-8,3,85,80,50,30,50.0,60,60,60,70,3,5
4,1968.0,1,1,126,4,5,5,2,3,2,1,5,1,1,1,4,1,4,4,1,4,5,1,5,1,8.0,1,3,7,7,7,2,70000.0,2,4,1,2,1,0,1952.0,1984.0,4.0,1.0,2.0,3,2,4,3,2,2,2,2,2,2,3,90,90,90,90,90.0,90,90,90,90,5,4
3,1979.0,1,0,120,3,3,3,1,1,1,1,5,1,1,2,3,5,4,4,5,5,5,2,3,1,7.0,1,4,5,3,5,2,30000.0,4,3,1,2,0,0,1985.0,1985.0,4.0,1.0,1.0,2,2,3,4,4,4,3,4,3,3,4,60,70,30,30,40.0,50,50,50,50,4,4
6,1981.0,1,0,150,5,4,3,1,4,2,1,5,5,5,1,3,2,4,4,2,2,1,2,5,4,3.0,1,2,5,5,4,2,8000.0,2,3,1,1,1,0,1962.0,1985.0,3.0,1.0,1.0,2,2,4,4,3,4,2,3,3,4,5,90,40,70,50,50.0,40,25,50,70,1,3
1,-2.0,1,0,76,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,5,5,5,2,2,1,7.0,2,3,1,1,2,1,10000.0,4,1,1,2,1,0,1966.0,1984.0,1.0,1.0,1.0,3,2,4,4,3,4,3,4,3,3,2,60,60,60,60,60.0,60,60,60,60,1,2
1,-2.0,1,1,96,4,3,3,2,1,1,2,4,1,1,1,4,5,4,-8,5,5,5,3,3,1,7.0,1,4,3,3,3,3,18000.0,1,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,3,2,3,5,4,5,-8,-8,-8,-8,5,-2,70,-2,80,-2.0,80,-2,-2,-2,3,4
4,1967.0,4,0,145,4,5,5,5,4,1,5,5,5,4,1,1,1,3,4,1,1,1,3,5,4,3.0,1,4,3,3,4,1,96000.0,2,3,1,2,1,0,1952.0,1952.0,4.0,1.0,5.0,2,2,4,4,4,4,4,4,4,4,4,60,60,80,80,80.0,80,85,80,85,5,5
3,-2.0,4,0,120,1,3,4,1,2,4,1,5,1,1,1,3,2,4,1,5,5,5,1,4,4,8.0,1,5,8,6,9,4,26000.0,6,3,2,2,1,0,1949.0,1968.0,3.0,1.0,1.0,2,1,4,5,5,5,5,5,5,5,5,90,70,70,80,70.0,80,90,80,80,4,1
4,-2.0,1,1,130,5,4,4,2,2,2,1,5,1,1,1,2,4,4,2,5,5,5,3,2,1,2.0,1,3,3,2,3,3,4000.0,1,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,5,4,3,4,3,2,4,70,78,87,80,78.0,76,75,68,68,2,4
3,-2.0,1,0,150,2,3,5,1,1,1,1,4,1,1,1,5,5,4,5,5,5,5,3,3,1,7.0,1,4,5,5,5,5,40000.0,3,2,1,2,1,0,1966.0,1992.0,4.0,4.0,1.0,2,3,4,5,5,5,4,-8,-8,-8,5,80,100,80,100,60.0,100,100,100,100,2,4
3,1942.0,1,0,100,3,4,3,2,3,2,4,4,1,1,3,4,2,4,4,5,1,5,2,2,2,3.0,1,4,6,4,7,5,20000.0,2,3,1,2,1,0,1945.0,1974.0,1.0,1.0,1.0,2,2,3,4,4,3,4,3,3,4,3,90,70,80,70,89.0,90,80,80,90,3,4
4,2008.0,1,0,100,4,5,5,1,1,1,1,4,5,4,1,2,5,4,3,1,5,1,2,4,2,3.0,1,2,4,2,6,4,40000.0,3,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,5,3,4,3,4,5,80,70,70,70,60.0,70,60,70,70,3,4
10,2003.0,1,1,172,4,5,3,2,3,3,3,5,5,5,1,4,1,4,3,1,1,1,4,4,4,3.0,4,2,5,6,7,4,100000.0,2,3,1,2,0,1,0.0,0.0,0.0,0.0,0.0,2,2,4,4,4,4,4,4,4,4,2,70,60,50,70,75.0,80,80,70,70,5,4
3,1962.0,4,0,160,3,3,3,4,1,1,1,4,1,1,1,3,5,4,4,5,5,5,1,4,2,8.0,2,3,3,2,4,1,40000.0,6,3,1,2,1,0,1950.0,1968.0,1.0,1.0,1.0,2,2,3,4,3,4,3,4,3,3,4,78,79,83,85,75.0,80,85,85,90,2,3
1,-2.0,1,0,140,2,2,4,1,1,1,1,4,1,1,1,5,5,4,4,5,5,5,4,4,1,7.0,1,3,5,6,-8,5,37000.0,5,1,1,2,1,0,1956.0,1980.0,6.0,1.0,1.0,3,3,3,3,3,3,2,-8,3,-8,5,80,55,60,70,60.0,70,70,70,60,2,2
12,2012.0,4,0,92,4,5,3,5,2,2,4,4,5,1,1,3,2,4,3,2,3,1,2,4,3,4.0,1,4,5,3,7,4,80000.0,4,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,4,5,4,5,3,5,3,4,3,90,80,80,85,75.0,80,85,75,80,1,4
2,-2.0,1,1,120,5,2,4,1,1,1,3,3,1,1,1,3,5,4,4,5,2,5,4,4,2,1.0,1,4,5,6,4,6,700.0,1,3,2,2,1,0,0.0,0.0,0.0,0.0,0.0,2,3,4,5,5,5,5,4,5,4,5,90,80,90,80,90.0,80,90,80,90,1,5
4,1973.0,1,0,130,5,3,2,1,1,1,3,3,1,1,1,3,5,4,4,2,5,5,4,2,1,7.0,1,4,8,5,-8,6,30000.0,2,3,1,2,1,0,1957.0,1979.0,1.0,1.0,1.0,2,1,4,4,3,4,2,3,-8,-8,3,90,90,90,80,80.0,80,80,80,50,2,3
4,1981.0,1,0,145,4,4,4,1,1,1,1,5,1,1,1,4,5,3,4,5,5,5,3,2,1,1.0,4,2,4,5,5,3,30000.0,4,3,1,2,1,0,1966.0,1988.0,4.0,1.0,1.0,2,2,4,4,3,5,3,3,-8,-8,5,70,75,75,75,70.0,60,79,75,75,3,3
4,1984.0,1,0,128,5,5,3,1,1,1,1,4,3,1,1,3,5,4,4,5,5,2,3,2,1,2.0,3,3,6,5,7,4,30000.0,3,3,1,2,1,0,1968.0,1992.0,4.0,1.0,1.0,2,2,3,4,4,4,2,4,3,-8,3,80,70,70,80,80.0,80,70,70,70,2,3
4,2004.0,1,0,150,5,5,4,1,1,2,1,5,5,1,1,3,2,2,1,1,1,1,4,4,2,1.0,4,2,5,5,7,5,250000.0,5,4,2,2,1,0,1990.0,2012.0,3.0,1.0,1.0,1,1,4,4,4,5,4,4,4,-8,5,80,70,80,80,90.0,60,70,80,90,5,5
6,1979.0,1,1,130,4,5,3,1,2,3,1,4,4,3,1,2,3,4,3,3,2,1,2,3,3,2.0,3,4,5,7,4,3,60000.0,2,2,1,2,1,0,1960.0,1982.0,3.0,1.0,1.0,3,3,4,4,4,4,2,4,4,4,3,60,50,50,70,60.0,50,50,50,50,5,3
12,2015.0,1,0,100,4,4,5,1,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,2.0,1,4,6,5,5,6,30000.0,2,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,2,2,3,4,4,5,1,4,2,1,4,80,80,80,80,80.0,80,80,80,80,1,4
4,-2.0,1,0,90,5,5,5,1,3,3,5,5,1,1,1,5,3,5,5,2,5,5,2,4,1,5.0,1,2,3,2,4,1,-2.0,3,3,1,2,1,0,1952.0,1984.0,3.0,1.0,1.0,2,1,-8,4,4,4,3,4,-8,-8,3,70,50,50,-2,50.0,20,50,50,60,0,4
3,-2.0,1,0,120,3,5,5,1,1,1,1,3,1,1,1,3,1,4,5,5,5,5,2,3,1,7.0,1,3,5,1,7,1,50000.0,5,2,2,2,1,0,1966.0,1988.0,3.0,1.0,1.0,3,2,2,4,2,5,2,4,2,2,3,50,50,50,50,50.0,50,50,50,50,1,4
6,1974.0,4,0,118,5,5,5,5,2,2,2,5,5,3,1,2,4,3,2,1,1,1,4,4,2,2.0,4,2,5,4,-8,2,100000.0,2,3,1,1,0,1,1954.0,1981.0,11.0,4.0,4.0,2,1,4,5,-8,5,3,5,2,3,4,60,60,60,70,70.0,80,80,80,80,4,5
12,2014.0,4,1,120,5,5,4,1,2,4,1,4,5,5,2,4,3,3,3,2,3,1,3,4,3,3.0,2,4,4,3,8,6,300000.0,8,4,3,1,1,0,0.0,0.0,0.0,0.0,0.0,2,1,4,4,4,4,4,4,4,4,3,60,60,40,60,70.0,70,65,70,70,0,4
6,1964.0,1,0,110,4,2,3,5,1,1,1,4,3,3,1,3,5,2,2,2,3,1,4,4,2,3.0,1,2,5,5,5,5,120000.0,2,3,1,2,1,0,1941.0,1968.0,6.0,1.0,5.0,2,2,3,4,3,5,3,4,3,4,2,50,40,30,40,60.0,50,20,40,30,5,4
1,-2.0,1,0,100,2,2,3,2,1,1,1,3,1,1,3,5,5,5,2,5,5,5,4,3,1,2.0,1,4,4,3,5,2,24000.0,2,2,1,2,1,0,0.0,0.0,0.0,0.0,0.0,3,1,3,4,3,5,3,-8,-8,3,4,80,90,60,80,70.0,60,80,70,60,3,4
1,-2.0,1,0,110,4,4,5,1,1,1,1,5,1,1,1,4,5,3,4,5,1,5,4,3,1,1.0,1,4,5,3,6,2,50000.0,1,3,1,2,1,0,1954.0,1982.0,4.0,1.0,1.0,2,1,3,4,4,4,3,2,3,3,4,70,80,100,80,80.0,80,80,80,80,2,4
4,-2.0,1,0,110,3,5,5,1,1,1,5,5,1,1,1,5,5,4,3,5,5,5,4,4,2,2.0,1,4,5,5,6,5,10000.0,5,2,1,2,1,0,1952.0,1970.0,4.0,1.0,1.0,2,2,5,5,5,5,4,-8,-8,-8,5,60,60,60,60,60.0,60,60,60,60,2,4
4,1983.0,4,0,146,2,3,3,5,4,3,1,3,1,1,2,4,3,3,3,2,1,5,4,3,2,4.0,1,4,6,5,6,6,36000.0,3,3,2,2,1,0,1969.0,1989.0,3.0,1.0,4.0,2,2,3,4,4,5,1,5,4,-8,5,60,60,30,60,60.0,50,50,60,70,3,4
6,1972.0,1,0,120,3,3,5,2,2,2,1,5,1,1,1,4,3,5,5,5,1,5,4,4,1,7.0,1,4,1,1,1,5,52800.0,2,-8,2,2,1,0,1951.0,1978.0,6.0,2.0,2.0,3,1,-8,4,-8,5,5,4,4,-8,4,80,80,40,80,80.0,100,70,60,60,3,4
1,-2.0,1,0,70,3,3,4,1,1,1,1,5,1,1,1,5,5,5,4,4,4,5,3,3,1,7.0,1,2,3,1,5,1,60000.0,2,3,1,2,1,0,1945.0,-2.0,3.0,1.0,1.0,3,2,3,3,2,3,3,3,1,2,4,100,40,80,90,90.0,70,100,100,80,2,2
10,1987.0,1,0,150,4,4,4,2,3,2,2,4,3,1,1,3,2,4,4,2,1,1,2,3,3,-8.0,6,4,6,4,-8,4,150000.0,2,3,2,1,1,0,1967.0,-2.0,10.0,1.0,2.0,2,1,4,5,4,5,4,4,4,-8,4,90,90,90,90,90.0,90,90,90,90,5,5
6,1989.0,4,0,142,5,4,5,5,3,3,2,4,1,1,1,4,2,4,4,2,1,5,2,4,2,3.0,2,4,6,3,7,2,140000.0,2,4,2,1,1,0,1972.0,1994.0,6.0,2.0,5.0,1,1,4,4,4,4,4,4,-8,-8,4,95,95,80,80,75.0,80,85,75,70,5,4
4,-2.0,1,0,125,3,5,5,2,3,1,1,4,1,1,2,2,2,4,4,3,5,5,4,5,1,3.0,1,4,3,3,3,2,-2.0,1,2,2,2,1,0,1948.0,1970.0,3.0,1.0,2.0,3,2,4,4,4,4,2,3,3,3,4,70,50,60,50,50.0,60,60,60,20,1,4
10,2014.0,2,0,180,4,5,5,2,2,3,3,4,5,5,2,3,2,2,2,2,3,1,1,1,3,8.0,6,4,1,1,7,6,110000.0,3,3,5,1,0,1,0.0,0.0,0.0,0.0,0.0,2,1,4,4,3,5,3,4,3,3,2,7,7,7,7,7.0,8,8,7,7,1,5
9,2004.0,1,1,125,5,4,4,1,1,1,1,5,1,1,1,3,5,3,4,5,5,5,3,4,2,2.0,2,2,1,1,2,1,30000.0,6,1,1,2,1,0,1985.0,2004.0,4.0,1.0,1.0,3,2,4,4,3,4,2,5,1,3,4,95,90,0,40,0.0,0,0,0,0,6,4
6,1970.0,1,0,140,5,4,4,1,3,2,2,4,2,2,1,5,2,5,5,5,5,5,4,2,2,1.0,1,4,4,3,4,3,20000.0,2,4,1,2,1,0,1948.0,1970.0,1.0,1.0,1.0,1,1,3,5,5,5,5,-8,5,5,5,80,80,80,80,80.0,80,80,80,80,2,4
4,1971.0,4,0,166,3,4,3,2,5,2,1,5,1,1,1,1,1,5,4,1,1,5,1,5,2,8.0,1,4,4,4,4,3,76560.0,2,3,2,1,1,0,1953.0,1979.0,12.0,4.0,2.0,2,1,4,3,3,4,2,4,2,2,3,60,50,70,70,40.0,60,70,60,60,4,4
