happiness,survey_type,province,city,county,gender,nationality,religion,edu,edu_yr,income,political,floor_area,property_0,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_type,insur_1,insur_2,family_income,family_m,family_status,house,car,invest_1,invest_2,invest_3,invest_4,invest_5,invest_8,daughter,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_work_14,m_birth,m_edu,m_work_14,status_peer,status_3_before,view,inc_ability,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,quarter,hour,month,hour_cut,income_cut
4,1,12,33,62,2,1,0,1,-2.0,0,1,70.0,0,0,0,0,0,0,1,0,150,80,2,2,3,1,1.0,1,1,1,2,1,1,4,5,5,5,5,5,2,5,5,5,5,2,2,1,2.0,7.0,1,4,-8,-8,-8,-8,0.0,1,1,-2.0,1,-8,1,2,1,0,0,0,0,0,3,7,1947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-8,2,-2,-8,16,2,2,-8,-8,5,5,5,5,5,-8,-8,-8,-8,-8,-8,4,5,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,10,8,2,1
4,1,6,12,28,2,1,1,3,1973.0,25000,1,63.0,0,1,0,0,0,0,0,0,153,130,3,2,4,4,1.0,1,1,1,5,1,1,1,5,1,5,4,4,4,5,4,5,5,4,4,1,2.0,5.0,2,3,5,4,5,3,0.0,1,1,38000.0,2,3,1,2,1,0,0,0,0,0,0,3,1981.0,1956.0,1981.0,4.0,4.0,4.0,13000.0,5.0,0.0,0.0,-2,14,1,-2,1,2,2,2,4,2,5,4,4,4,5,5,3,3,3,4,-8,3,4,70,80,80,90,80.0,70,80,60,60,3,11,7,2,4
4,2,19,56,90,2,1,1,4,1988.0,30000,1,50.0,0,0,0,0,1,0,0,0,158,112,5,5,4,1,1.0,1,1,1,4,2,3,2,5,3,4,5,4,3,4,2,4,3,3,3,3,2.0,3.0,3,2,4,3,6,3,1.0,2,2,50000.0,3,2,1,2,1,0,0,0,0,0,1,3,2001.0,1974.0,2001.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1945,4,2,1947,1,2,3,2,4,2,3,3,3,3,5,3,2,3,3,3,-8,1,2,80,70,80,70,75.0,70,75,60,70,3,17,7,4,4
2,1,9,23,45,1,1,1,4,1961.0,24000,1,40.0,0,0,1,0,0,0,0,0,165,100,4,4,4,2,2.0,3,3,1,5,1,1,1,5,2,2,3,2,5,4,1,5,5,2,4,1,2.0,7.0,1,1,5,8,5,1,0.0,1,2,24000.0,2,3,1,2,1,0,0,0,0,0,1,3,1978.0,1953.0,1978.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,-2,2,2,-2,-8,2,3,2,3,2,4,3,3,3,4,4,1,-8,-8,5,-8,1,2,100,50,100,50,50.0,100,50,50,100,3,10,7,2,6
4,2,13,36,66,1,6,1,4,1974.0,0,4,180.0,0,0,0,1,0,0,0,0,157,118,2,3,3,1,1.0,2,1,3,4,1,1,1,5,5,4,5,4,4,1,5,3,5,2,2,3,5.0,5.0,6,2,3,2,4,1,0.0,1,1,40000.0,2,3,1,2,1,0,0,0,0,0,1,3,1978.0,1956.0,1978.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,1938,3,1,1937,1,2,3,2,5,-8,5,4,5,5,5,4,4,4,4,3,-8,1,5,80,70,70,90,80.0,100,90,90,80,3,15,9,4,1
5,1,22,66,106,2,1,1,11,-2.0,35000,4,90.0,0,1,0,0,0,0,0,0,160,100,4,4,4,2,2.0,1,1,4,4,1,1,1,5,5,5,5,3,3,5,5,5,5,2,2,2,3.0,3.0,1,2,6,6,6,6,0.0,1,1,60000.0,2,3,1,2,1,0,0,0,0,0,0,3,-2.0,1955.0,-2.0,11.0,4.0,2.0,30000.0,5.0,0.0,0.0,-2,4,16,-2,3,16,2,1,4,2,4,3,3,3,3,4,3,3,3,3,3,2,4,90,90,90,90,90.0,90,70,90,90,3,8,7,2,4
3,1,12,33,62,1,1,0,3,-2.0,-2,1,60.0,0,0,0,0,0,0,0,0,168,110,3,4,2,4,2.0,2,2,1,2,1,1,2,5,5,5,5,2,2,5,3,5,5,2,1,1,2.0,2.0,-8,-8,-8,-8,-8,-8,0.0,1,2,-2.0,2,2,1,2,0,0,0,0,0,0,0,3,-2.0,1968.0,-2.0,-8.0,1.0,1.0,-3.0,5.0,0.0,0.0,-2,14,1,1946,3,2,3,2,4,-8,4,4,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,4,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3,16,8,4,0
4,1,21,63,99,2,1,1,6,1978.0,20000,1,300.0,0,1,0,0,0,0,0,0,160,120,3,3,3,1,1.0,3,3,2,4,1,1,1,5,4,2,5,4,-8,5,5,4,5,3,4,1,4.0,-8.0,1,4,5,8,7,4,0.0,1,1,30000.0,2,3,1,2,1,0,0,0,0,0,1,4,1982.0,1956.0,1997.0,3.0,1.0,1.0,10000.0,3.0,0.0,0.0,-2,-8,3,-2,1,2,2,1,4,-8,5,5,4,4,5,-8,-8,-8,3,-8,-8,2,5,75,80,60,70,75.0,75,80,80,80,3,9,7,2,3
4,1,12,32,55,2,1,1,12,2008.0,150000,1,85.0,0,0,0,1,0,0,0,0,162,100,4,5,5,5,3.0,3,4,2,5,5,5,1,3,2,3,3,3,3,1,1,5,1,2,4,3,7.0,3.0,6,5,5,4,7,5,1.0,1,2,150000.0,1,4,1,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,10,1,1967,6,15,2,1,3,2,2,1,-8,-8,4,4,4,4,4,4,4,2,3,60,60,80,80,60.0,60,40,60,60,3,15,9,4,5
5,2,23,68,108,1,1,1,1,-2.0,110000,1,210.0,0,0,0,0,0,0,0,0,170,160,5,4,5,1,1.0,1,1,4,4,1,1,1,5,4,5,5,4,4,2,1,5,5,2,1,1,3.0,6.0,1,5,1,1,3,1,0.0,1,1,140000.0,8,3,1,1,1,0,0,0,0,0,0,3,1986.0,1962.0,1986.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1927,1,2,1932,1,2,2,1,4,1,2,2,1,1,4,-8,1,-8,1,2,3,1,5,100,100,100,100,100.0,100,100,100,100,3,12,7,3,5
5,1,27,78,118,1,1,1,12,2012.0,30000,1,95.0,0,0,0,1,0,0,0,0,172,130,5,5,5,2,1.0,2,2,1,3,5,1,2,4,4,4,5,3,3,1,3,5,1,3,2,3,5.0,4.0,2,1,5,5,5,3,1.0,1,2,10000.0,2,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965,3,12,1965,3,9,2,2,4,2,3,2,3,2,5,2,2,2,3,3,3,1,1,50,20,40,30,30.0,50,30,30,40,3,10,8,2,4
4,1,19,59,95,1,1,1,3,1977.0,50000,1,88.0,0,0,1,0,0,0,0,0,172,130,4,4,4,4,2.0,4,3,2,5,4,3,1,5,4,1,5,3,3,3,3,5,1,3,4,2,1.0,3.0,1,3,5,3,5,2,1.0,1,1,100000.0,2,4,1,2,1,0,0,0,0,0,0,3,1990.0,1954.0,1990.0,4.0,1.0,4.0,50000.0,5.0,0.0,0.0,-2,3,1,-2,1,2,2,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,90,80,80,80,70.0,80,90,88,85,3,9,7,2,5
3,2,21,61,97,1,1,1,1,-2.0,840,1,75.0,0,0,0,0,0,0,0,0,155,85,1,2,2,1,1.0,1,1,1,3,1,1,3,5,5,5,5,4,4,5,5,5,5,2,4,1,6.0,6.0,1,4,4,3,4,3,0.0,1,1,1680.0,2,1,1,2,1,0,0,0,0,0,4,3,1961.0,1946.0,1961.0,1.0,1.0,1.0,840.0,4.0,0.0,0.0,-2,1,2,-2,1,2,3,2,4,-8,5,4,4,4,4,-8,3,-8,3,-8,-8,2,3,80,87,78,60,59.0,69,60,55,72,3,14,7,4,1
4,1,7,18,39,2,1,1,6,1980.0,32400,1,66.2,0,1,0,0,0,0,0,0,163,126,5,5,5,2,1.0,2,2,3,3,5,1,2,5,2,3,-8,4,4,5,5,5,1,2,3,1,7.0,5.0,1,4,6,5,7,4,0.0,1,1,80400.0,3,3,1,2,1,0,0,0,0,0,0,3,1988.0,1963.0,1988.0,6.0,1.0,2.0,48000.0,1.0,3.0,1.0,1939,10,1,1939,10,1,2,2,4,2,3,3,-8,-8,4,4,2,3,2,-8,-8,1,3,80,80,80,80,80.0,80,70,80,80,3,9,8,2,4
2,1,21,62,98,1,1,1,4,1977.0,15000,1,109.0,0,0,0,0,0,0,0,0,167,130,2,2,4,2,1.0,2,2,2,4,1,1,1,5,5,5,2,2,2,2,3,5,5,4,4,1,2.0,5.0,1,2,4,3,5,2,1.0,1,1,15000.0,1,2,2,2,1,0,0,0,0,0,0,3,1986.0,1962.0,1986.0,9.0,4.0,2.0,30000.0,1.0,3.0,1.0,1936,2,2,1938,1,2,3,2,4,3,5,5,-8,-8,5,4,3,-8,3,3,-8,2,5,60,70,50,60,60.0,70,60,85,70,3,13,7,3,3
4,2,22,65,104,2,1,1,5,1992.0,30000,1,60.0,0,1,0,0,0,0,0,0,151,120,3,5,4,1,1.0,2,3,2,5,5,5,1,5,2,4,3,4,3,1,1,2,1,3,3,2,3.0,3.0,2,2,3,2,5,4,0.0,1,1,30000.0,4,2,1,2,1,0,0,0,0,0,0,3,1997.0,1971.0,1997.0,4.0,1.0,1.0,30000.0,3.0,0.0,0.0,1949,3,2,1955,1,2,2,1,2,3,4,3,3,3,5,5,3,3,4,3,3,2,4,80,60,60,80,70.0,70,80,80,70,3,9,7,2,4
4,1,26,74,114,2,1,1,3,-2.0,-2,1,120.0,0,1,1,0,0,0,0,0,156,110,4,3,4,1,1.0,1,1,1,4,2,1,2,4,3,4,5,4,3,4,3,3,5,3,3,2,3.0,5.0,-8,4,5,5,6,3,0.0,1,1,-2.0,3,3,1,2,1,0,0,0,0,0,1,3,-2.0,1965.0,-2.0,3.0,1.0,1.0,-2.0,3.0,0.0,0.0,-2,3,2,-2,3,2,2,2,3,2,3,4,4,3,4,3,3,3,4,3,3,2,3,60,70,80,80,70.0,70,60,70,60,3,14,9,4,0
2,2,29,83,126,1,1,1,4,1966.0,0,1,100.0,0,0,0,0,0,0,0,0,170,120,2,2,3,1,1.0,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,3,5,1,2.0,7.0,1,1,2,3,2,4,0.0,1,1,0.0,2,2,1,2,1,0,0,0,0,0,1,3,1969.0,1952.0,1969.0,3.0,1.0,1.0,3200.0,5.0,0.0,0.0,-2,1,2,-2,1,2,3,2,4,2,5,5,5,5,5,5,3,3,3,-8,-8,2,5,60,30,-2,70,-2.0,60,-2,-2,80,3,11,7,2,1
1,2,8,19,41,1,4,0,3,1980.0,30000,1,120.0,0,0,0,0,0,0,0,0,167,182,1,4,2,1,1.0,2,1,4,5,1,3,1,5,4,3,5,4,5,3,3,5,5,3,2,2,2.0,2.0,1,2,3,1,3,1,0.0,1,1,40000.0,5,1,1,2,1,0,0,0,0,0,5,3,1985.0,1969.0,1985.0,3.0,1.0,1.0,20000.0,1.0,3.0,1.0,1935,1,2,1945,3,2,3,1,4,4,5,5,4,4,5,3,2,4,5,4,4,2,3,60,80,60,80,60.0,40,60,40,80,3,16,8,4,4
4,2,16,46,78,2,1,1,3,-2.0,10000,1,117.0,0,1,0,0,0,0,0,0,160,115,3,3,3,1,1.0,3,2,1,4,1,1,1,5,1,2,5,2,2,2,1,5,5,5,4,2,1.0,1.0,2,4,4,3,6,3,0.0,1,2,30000.0,3,2,1,2,1,0,0,0,0,0,1,3,1994.0,1966.0,1994.0,4.0,4.0,1.0,20000.0,3.0,0.0,0.0,1928,6,2,1938,1,2,3,2,4,2,5,4,4,4,5,4,4,5,4,4,-8,3,5,80,80,80,80,80.0,80,80,80,80,3,14,7,4,2
3,2,2,2,9,2,8,1,4,-2.0,-2,1,300.0,0,1,0,0,0,0,0,0,163,120,4,4,4,1,1.0,3,3,3,4,1,1,1,5,4,4,4,3,3,5,5,3,5,3,3,1,3.0,5.0,1,4,3,3,5,3,0.0,1,1,30000.0,2,2,1,2,1,0,0,0,0,0,2,3,-2.0,1968.0,-2.0,4.0,1.0,1.0,20000.0,1.0,2.0,-8.0,-2,1,2,-2,3,2,2,1,4,2,5,4,4,4,5,-8,3,-8,-8,-8,-8,2,5,80,60,70,70,70.0,70,70,-2,-2,3,14,7,4,0
4,1,19,59,95,1,1,1,4,-2.0,50000,1,56.0,0,0,0,0,0,0,0,0,160,124,5,5,5,4,1.0,1,3,1,5,1,1,1,5,1,2,5,4,4,1,1,5,5,1,3,1,8.0,8.0,4,2,5,5,7,3,0.0,1,1,65000.0,2,3,1,2,1,0,0,0,0,0,3,3,1967.0,1947.0,1967.0,3.0,1.0,4.0,15000.0,5.0,0.0,0.0,-2,3,2,-2,1,2,2,1,-8,2,5,3,3,3,4,4,2,3,2,3,3,2,4,90,90,90,90,90.0,90,90,90,90,3,11,7,2,5
4,1,3,6,13,2,1,1,3,-2.0,0,1,128.0,0,1,0,0,0,0,0,0,160,170,2,4,4,1,1.0,1,1,1,5,1,1,1,5,3,5,5,3,3,3,4,2,5,4,4,1,1.0,2.0,3,1,5,3,6,1,1.0,1,1,20000.0,2,2,1,2,1,0,0,0,0,0,0,3,1994.0,1968.0,1994.0,4.0,1.0,2.0,20000.0,1.0,2.0,1.0,1945,3,2,1949,3,2,3,2,4,2,5,4,4,4,5,4,4,4,4,4,4,2,5,70,80,75,80,80.0,80,90,85,85,3,17,9,4,1
3,2,2,4,11,1,1,0,4,2008.0,30000,1,120.0,0,0,0,1,0,0,0,0,183,130,1,2,2,1,1.0,3,3,3,3,4,4,3,4,4,4,4,4,3,2,3,5,1,4,3,1,2.0,2.0,6,2,1,1,4,1,0.0,1,2,50000.0,3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967,3,2,1967,1,2,3,3,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,80,50,0,50,50.0,50,30,50,50,3,14,7,4,4
3,1,12,32,59,2,1,1,10,2015.0,5000,2,23.0,0,0,0,0,0,0,0,1,160,100,4,4,5,1,3.0,3,3,2,4,5,1,2,4,2,4,4,4,3,2,3,5,1,3,3,3,4.0,2.0,2,3,4,-8,6,3,1.0,1,2,10000.0,-3,3,1,2,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1957,4,3,1967,6,9,2,2,4,2,3,4,3,3,4,3,3,4,3,3,3,2,4,60,50,50,70,60.0,60,70,80,80,3,16,8,4,2
4,1,21,64,101,2,1,1,4,2010.0,0,1,60.0,0,1,0,0,0,0,0,0,155,80,4,4,4,1,3.0,1,1,1,4,4,1,1,5,2,5,5,5,4,1,5,4,1,1,2,1,8.0,8.0,1,4,4,3,6,5,0.0,1,2,-3.0,2,3,1,2,1,0,0,0,0,0,0,3,2013.0,1992.0,2013.0,6.0,1.0,1.0,-3.0,1.0,3.0,1.0,1968,3,2,1968,3,2,2,1,3,-8,3,2,3,3,4,3,3,3,2,-8,-8,2,2,75,70,70,60,80.0,70,70,70,75,3,19,7,5,1
2,1,27,79,119,1,1,1,6,1984.0,20000,1,37.0,0,0,0,0,0,0,0,0,174,190,4,5,4,2,2.0,2,2,2,2,5,3,4,4,4,3,4,2,2,2,3,5,1,2,3,1,3.0,3.0,3,1,4,3,5,2,0.0,1,1,40000.0,2,2,1,2,0,1,0,0,0,0,1,6,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1944,3,13,1946,3,5,3,3,4,2,2,1,-8,-8,4,3,3,3,1,3,3,1,2,80,60,70,60,50.0,50,60,70,70,3,15,7,4,3
4,1,18,55,89,2,1,1,4,-2.0,20000,1,88.0,0,1,0,0,0,0,0,0,160,170,4,4,4,2,2.0,2,2,2,4,2,2,1,2,2,2,5,3,1,3,4,4,4,5,4,2,1.0,1.0,1,4,5,5,5,3,0.0,1,1,40000.0,2,3,1,2,1,0,0,0,0,0,1,3,-2.0,1957.0,-2.0,7.0,1.0,2.0,20000.0,5.0,0.0,0.0,-2,3,5,-2,3,2,2,2,3,2,4,3,4,3,4,4,4,4,4,3,4,1,4,80,70,60,70,60.0,80,60,70,80,3,15,7,4,3
5,1,30,85,128,2,1,1,4,1999.0,0,2,90.0,0,1,0,0,0,0,0,0,162,130,2,5,5,1,3.0,1,1,3,5,5,1,1,4,4,5,4,3,3,1,5,5,1,4,1,1,1.0,1.0,1,2,4,1,7,3,0.0,1,2,50000.0,5,2,1,2,1,0,0,0,0,0,0,3,2009.0,1985.0,2009.0,4.0,2.0,1.0,50000.0,1.0,3.0,1.0,1960,6,2,1960,4,2,2,1,4,2,5,1,4,4,5,4,1,1,1,1,3,1,2,90,80,100,80,60.0,60,60,20,50,4,21,10,6,1
4,2,21,64,100,1,1,1,4,1985.0,35000,1,280.0,0,1,0,0,0,0,0,0,165,130,4,3,3,1,1.0,1,1,4,5,4,5,1,5,5,4,5,4,4,1,5,4,1,3,2,3,3.0,6.0,1,4,2,1,4,1,1.0,1,1,50000.0,2,2,1,1,1,0,0,0,0,0,1,3,1993.0,1969.0,1993.0,4.0,1.0,1.0,10000.0,1.0,5.0,1.0,1941,3,2,1943,3,2,2,1,3,2,4,4,4,4,4,4,4,4,-8,-8,-8,2,3,70,70,70,70,60.0,70,70,70,60,3,19,7,5,4
4,1,19,57,91,1,1,1,4,1958.0,60000,4,75.0,0,0,0,0,0,0,0,0,174,140,4,4,4,5,1.0,5,4,5,5,1,1,1,5,4,1,4,4,4,4,1,5,5,2,4,3,6.0,5.0,3,3,6,4,6,3,0.0,1,1,100000.0,2,3,1,2,0,1,0,0,0,0,1,3,1968.0,1943.0,1968.0,6.0,1.0,5.0,40000.0,5.0,0.0,0.0,1918,3,1,1915,3,15,2,2,4,2,4,3,-8,-8,5,5,4,4,2,3,4,2,4,70,80,80,80,75.0,80,80,85,-2,3,15,7,4,5
5,2,5,8,24,2,1,1,4,1994.0,10000,1,90.0,0,1,0,0,0,0,0,0,150,102,5,5,5,1,1.0,1,1,1,5,3,1,1,5,4,5,5,4,4,4,1,5,5,3,3,1,5.0,5.0,1,4,5,4,6,4,0.0,1,1,30000.0,4,3,1,2,1,0,0,0,0,0,1,3,2002.0,1974.0,2002.0,4.0,1.0,1.0,20000.0,3.0,0.0,0.0,1953,3,2,1956,3,2,2,2,4,2,4,4,4,4,5,4,3,3,3,3,3,1,5,50,60,60,70,80.0,70,80,60,70,3,10,8,2,2
4,2,8,19,41,1,4,0,6,1979.0,10000,1,90.0,0,0,0,0,0,0,0,0,170,126,3,3,3,1,2.0,4,4,3,3,1,1,1,5,5,1,4,4,4,1,1,1,5,2,4,4,7.0,5.0,1,2,5,1,5,1,0.0,1,2,10000.0,4,2,1,2,1,0,0,0,0,0,0,2,1980.0,1962.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1938,1,2,1940,1,2,3,3,4,2,4,4,4,4,4,4,3,4,4,4,4,2,5,70,60,20,60,80.0,50,60,80,60,3,15,8,4,2
4,1,30,85,128,1,1,1,12,1988.0,0,1,80.0,0,0,0,0,0,0,1,0,170,140,2,1,5,2,3.0,1,1,3,2,5,1,1,5,5,5,5,4,4,4,1,5,1,2,4,2,7.0,6.0,1,4,6,4,7,3,0.0,2,2,48000.0,3,2,1,2,0,0,0,0,0,0,0,6,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935,4,1,1937,3,1,3,3,4,-8,4,4,3,3,5,4,4,4,4,3,3,4,3,60,60,60,70,60.0,60,50,60,70,4,11,10,2,1
5,1,27,78,118,2,1,0,3,1956.0,17000,1,70.0,0,1,0,0,0,0,0,0,155,138,2,3,5,2,1.0,4,4,4,4,1,1,1,5,4,1,4,4,4,3,5,4,5,1,4,2,8.0,8.0,1,4,5,5,5,5,0.0,1,1,37000.0,3,3,1,2,1,0,0,0,0,0,2,3,1958.0,1937.0,1958.0,3.0,1.0,2.0,20000.0,5.0,0.0,0.0,1924,4,1,1928,3,15,2,1,4,1,5,4,4,3,5,5,3,3,4,4,5,3,3,100,100,100,100,90.0,100,90,100,100,3,17,8,4,3
3,2,6,16,32,1,1,1,3,-2.0,5000,1,300.0,0,0,0,0,0,0,0,0,162,120,2,3,3,1,1.0,1,1,2,4,1,2,1,5,4,5,4,4,4,3,4,5,5,3,3,2,5.0,5.0,1,4,5,3,5,3,0.0,1,2,10000.0,4,3,2,2,1,0,0,0,0,0,2,3,1997.0,1974.0,1997.0,3.0,1.0,1.0,5000.0,2.0,0.0,0.0,1950,3,5,1951,1,2,2,2,3,2,4,4,4,4,5,4,3,3,3,3,4,2,4,90,80,90,90,90.0,80,80,90,90,3,10,8,2,2
2,2,10,24,46,2,1,1,4,2001.0,2000,1,40.0,0,0,0,0,1,0,0,0,160,130,2,2,3,1,1.0,1,1,1,4,3,1,1,5,4,5,5,4,3,4,5,4,5,2,3,1,6.0,6.0,2,3,1,5,7,5,0.0,1,1,8000.0,5,2,1,2,1,0,0,0,0,0,0,3,2008.0,1985.0,2008.0,4.0,1.0,1.0,3000.0,2.0,0.0,0.0,1964,4,2,1966,3,2,3,3,3,2,4,4,4,4,5,3,3,3,3,3,3,1,3,80,50,50,70,50.0,50,60,65,80,3,14,7,4,2
5,2,10,25,47,2,1,1,1,-2.0,0,1,100.0,0,0,0,0,0,0,0,0,150,100,2,2,3,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,1,4,5,8.0,8.0,1,5,5,4,7,2,0.0,1,1,30000.0,4,3,1,1,1,0,0,0,0,0,2,7,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,1,16,1927,1,16,3,1,5,2,2,3,4,3,5,-8,3,5,3,-8,-8,1,5,100,100,80,100,90.0,100,100,70,90,3,10,7,2,1
5,1,5,8,24,2,1,0,6,-2.0,16000,1,78.0,0,0,0,0,0,0,0,0,162,120,5,4,3,2,3.0,3,3,2,5,2,1,1,3,2,3,4,3,3,2,2,5,4,3,4,3,7.0,3.0,1,4,5,3,6,5,1.0,1,1,50000.0,2,3,1,2,1,0,0,0,0,0,1,3,1990.0,1967.0,1990.0,6.0,1.0,2.0,30000.0,1.0,3.0,1.0,-2,3,2,-2,3,16,2,3,4,2,3,3,3,3,5,5,4,4,4,3,3,2,2,50,50,60,70,60.0,70,30,50,60,3,11,8,2,3
2,1,21,63,99,2,1,0,4,1978.0,0,1,83.0,0,0,0,0,0,0,0,0,160,110,2,3,2,1,2.0,1,1,1,5,1,1,1,4,4,5,5,4,5,1,5,5,5,2,2,1,5.0,6.0,1,2,1,1,3,1,0.0,1,1,80000.0,1,2,1,2,1,0,0,0,0,0,1,3,1985.0,1962.0,1985.0,6.0,1.0,1.0,80000.0,1.0,3.0,1.0,1918,1,5,1918,1,5,3,2,4,3,2,2,3,3,5,-8,2,4,3,-8,3,2,4,60,60,60,60,60.0,60,60,50,40,3,8,7,2,1
4,2,29,83,126,1,1,1,4,-2.0,0,1,110.0,0,0,0,0,0,0,1,0,170,120,2,2,4,1,2.0,3,4,2,5,1,1,2,5,4,3,5,4,4,3,4,5,5,4,4,3,3.0,4.0,1,3,3,2,3,2,0.0,1,1,0.0,1,3,1,2,1,0,0,0,0,0,0,3,1992.0,1971.0,1992.0,3.0,1.0,1.0,9900.0,1.0,5.0,1.0,-2,3,-8,-2,-8,-8,2,1,4,2,3,3,3,3,4,4,2,2,2,2,2,1,2,100,80,80,80,80.0,70,70,50,90,3,18,7,5,1
5,2,18,53,87,1,1,1,1,-2.0,500,1,140.0,0,0,1,0,0,0,0,0,150,120,4,4,4,1,1.0,1,1,4,4,1,1,2,5,5,5,4,5,5,5,5,5,5,2,2,1,1.0,5.0,1,4,6,5,7,4,0.0,1,2,1000.0,2,3,1,2,1,0,0,0,0,0,2,3,1961.0,1948.0,1961.0,1.0,1.0,1.0,500.0,3.0,0.0,0.0,-2,1,2,-2,1,2,2,1,3,2,4,3,4,3,5,3,3,-8,3,3,3,2,5,75,70,70,80,75.0,70,80,75,70,3,14,7,4,1
5,2,31,87,132,1,1,0,3,-2.0,2600,1,8.0,0,0,0,0,0,0,0,0,170,120,3,3,3,1,1.0,4,3,5,5,1,1,1,3,3,2,1,3,3,4,1,5,5,3,4,2,2.0,4.0,3,5,2,1,1,1,0.0,1,1,-2.0,1,3,1,2,1,0,0,0,0,0,1,7,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921,-8,2,1924,3,2,2,2,5,2,4,4,4,4,3,4,-8,5,4,4,-8,1,3,90,90,60,100,80.0,100,100,100,100,3,10,8,2,2
2,2,18,54,88,1,1,0,4,1965.0,2999,1,260.0,0,0,0,0,0,0,0,0,170,120,3,3,3,1,1.0,1,1,1,4,1,1,2,5,5,5,2,4,4,3,5,5,5,2,2,2,6.0,6.0,1,2,4,2,6,2,0.0,1,1,-2.0,2,2,1,2,1,0,0,0,0,0,0,3,1973.0,1953.0,1973.0,1.0,1.0,1.0,-1.0,4.0,0.0,0.0,-2,1,2,-2,1,2,3,1,3,2,3,3,3,3,5,3,3,5,5,3,3,1,5,6,7,5,6,7.0,6,4,8,9,3,11,7,2,2
5,1,29,82,125,2,1,1,1,-2.0,10000,1,30.0,0,0,0,0,0,0,0,1,163,100,5,5,5,1,1.0,1,1,1,4,4,4,1,3,4,3,5,5,4,5,5,5,1,4,3,3,2.0,2.0,2,3,6,4,8,4,1.0,1,2,50000.0,6,3,0,2,1,0,0,0,0,0,0,3,2012.0,1988.0,2012.0,1.0,1.0,1.0,30000.0,5.0,0.0,0.0,-2,4,1,-2,1,15,2,1,4,2,4,2,4,4,5,3,3,5,2,-8,-8,1,5,88,76,65,60,60.0,70,78,88,70,3,17,7,4,2
5,1,27,77,117,2,3,1,4,1996.0,30000,1,70.0,0,1,0,0,0,0,0,0,160,100,4,5,5,1,3.0,1,1,2,4,5,2,1,4,2,4,5,4,3,2,3,4,1,1,5,1,8.0,8.0,6,3,5,4,6,6,1.0,1,2,50000.0,3,2,1,2,1,0,0,0,0,0,1,3,2013.0,1989.0,2013.0,7.0,1.0,2.0,20000.0,1.0,3.0,1.0,1953,3,2,1955,3,2,3,2,5,3,4,4,4,4,5,5,3,3,3,2,3,2,2,80,60,60,70,60.0,60,70,70,80,3,18,7,5,4
1,2,28,81,121,1,1,1,1,-2.0,0,1,90.0,0,0,0,1,0,0,0,0,165,120,1,1,2,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,2,5,3,5,5,3,1,1,2.0,2.0,1,1,2,2,2,2,0.0,1,1,2000.0,3,1,1,2,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943,3,2,1948,1,2,3,2,3,3,3,3,4,4,4,2,1,2,1,1,1,1,3,70,100,60,60,70.0,70,50,70,77,3,8,8,2,1
